artist,name,date,time,venue,location,price_range
Hamza,Hamza Namira,2024-11-02,19:30:00,Theatre Royal Drury Lane,"London, Great Britain",N/A
Leto,Thirty Seconds to Mars,2024-10-27,21:00:00,Ülker Spor ve Etkinlik Salonu,"İstanbul, Turkey",N/A
UZI,Joost van Bellen presents: Louisahhh / Uzi Freyja / Iris Rijskamp,2024-10-19,18:30:00,Melkweg,"Amsterdam, Netherlands",15.2-15.2 EUR
Camp Lo,CKY,2024-10-11,18:30:00,The Parish at House of Blues Anaheim,"Anaheim, United States Of America",32.5-32.5 USD
Camp Lo,Aftershock,2024-10-10,N/A,Discovery Park,"Sacramento, United States Of America",N/A
Fontaines D.C,Fontaines D.C.,2024-10-15,19:00:00,Brooklyn Paramount,"Brooklyn, United States Of America",35.0-65.0 USD
Fontaines D.C,Fontaines D.C.,2024-10-16,19:00:00,Brooklyn Paramount,"Brooklyn, United States Of America",35.0-65.0 USD
Fontaines D.C,Fontaines D.C.,2024-10-20,20:00:00,The Fillmore Philadelphia,"Philadelphia, United States Of America",32.5-42.5 USD
Fontaines D.C,Fontaines D.C.,2024-10-18,22:00:00,9:30 CLUB,"Washington, United States Of America",35.0-35.0 USD
Fontaines D.C,Fontaines D.C.,2024-10-19,22:00:00,9:30 CLUB,"Washington, United States Of America",35.0-35.0 USD
Fontaines D.C,Fontaines D.C.,2024-10-12,20:00:00,MTELUS,"Montreal, Canada",40.0-45.0 CAD
Fontaines D.C,Fontaines D.C.,2024-11-20,19:00:00,University of Wolverhampton at The Civic Hall,"Wolverhampton, Great Britain",45.5-45.5 GBP
Fontaines D.C,Fontaines D.C.,2024-11-22,18:30:00,Alexandra Palace,"London, Great Britain",43.0-43.0 GBP
Fontaines D.C,Fontaines D.C.,2024-11-23,18:30:00,Alexandra Palace,"London, Great Britain",43.0-43.0 GBP
Fontaines D.C,Fontaines D.C.,2024-11-24,18:30:00,Utilita Arena Cardiff,"Cardiff, Great Britain",40.0-40.0 GBP
Fontaines D.C,Fontaines D.C.,2024-11-26,19:00:00,Plymouth Pavilions,"Plymouth, Great Britain",45.5-46.7 GBP
Fontaines D.C,Fontaines D.C.,2024-11-27,19:00:00,Motorpoint Arena Nottingham,"Nottingham, Great Britain",30.45-46.95 GBP
Fontaines D.C,Fontaines D.C.,2024-11-29,19:00:00,Factory International Manchester,"Manchester, Great Britain",52.0-52.0 GBP
Fontaines D.C,Fontaines D.C.,2024-11-30,19:00:00,Factory International Manchester,"Manchester, Great Britain",44.0-44.0 GBP
Fontaines D.C,Fontaines D.C.,2024-12-01,19:00:00,Factory International Manchester,"Manchester, Great Britain",44.0-47.3 GBP
Fontaines D.C,Fontaines D.C.,2024-12-03,18:00:00,First Direct Arena,"Leeds, Great Britain",24.25-46.25 GBP
Fontaines D.C,Fontaines D.C.,2024-12-04,18:30:00,OVO Hydro,"Glasgow, Great Britain",0.0-48.0 GBP
Fontaines D.C,Fontaines D.C.,2024-12-06,18:30:00,3Arena,"Dublin, Ireland",47.5-63.95 EUR
Fontaines D.C,Fontaines D.C.,2024-12-07,18:30:00,3Arena,"Dublin, Ireland",47.5-63.95 EUR
Fontaines D.C,Fontaines D.C.,2025-03-18,21:00:00,Pabellón del Palacio de los Deportes,"México, Mexico",790.0-1180.0 MXN
MARCUS KING,Marcus King: Mood Swings The World Tour,2024-10-11,18:00:00,Citizens House of Blues Boston,"Boston, United States Of America",46.0-60.5 USD
MARCUS KING,Marcus King: Mood Swings The World Tour,2024-10-13,19:00:00,Brooklyn Paramount,"Brooklyn, United States Of America",46.0-70.5 USD
MARCUS KING,Marcus King: Mood Swings the World Tour,2024-11-05,19:00:00,Eventim Apollo,"London, Great Britain",28.0-42.5 GBP
MARCUS KING,Marcus King: Mood Swings the World Tour,2024-11-06,19:00:00,Albert Hall,"Manchester, Great Britain",30.0-30.0 GBP
MARCUS KING,Marcus King: Mood Swings the World Tour,2024-11-07,19:00:00,Barrowland Ballroom,"Glasgow, Great Britain",30.0-30.0 GBP
MARCUS KING,Marcus King: Mood Swings the World Tour,2024-11-09,19:00:00,O2 Institute Birmingham,"Birmingham, Great Britain",30.0-30.0 GBP
MARCUS KING,Marcus King: Mood Swings the World Tour,2024-11-10,19:00:00,Cardiff University Students Union,"Cardiff, Great Britain",30.0-30.0 GBP
MARCUS KING,MARCUS KING: MOOD SWINGS THE WORLD TOUR,2024-11-10,19:00:00,The Great Hall - Cardiff University Students' Union,"Cardiff, Great Britain",N/A-N/A GBP
MARCUS KING,Marcus King: Mood Swings the World Tour,2024-11-12,19:00:00,3Olympia Theatre,"Dublin, Ireland",30.4-36.55 EUR
MARCUS KING,WXPN Welcomes: Marcus King: Mood Swings The World Tour,2024-10-12,20:00:00,The Fillmore Philadelphia,"Philadelphia, United States Of America",45.0-45.0 USD
MARCUS KING,MARCUS KING: MOOD SWINGS THE WORLD TOUR,2024-10-21,20:00:00,N/A,"Zürich, Switzerland",N/A
MARCUS KING,MARCUS KING: MOOD SWINGS THE WORLD TOUR,2024-10-25,20:00:00,N/A,"Cologne, Germany",35.0-35.0 EUR
MARCUS KING,MARCUS KING: MOOD SWINGS THE WORLD TOUR,2024-10-27,20:00:00,N/A,"Hamburg, Germany",35.0-35.0 EUR
MARCUS KING,MARCUS KING: MOOD SWINGS THE WORLD TOUR,2024-10-29,20:00:00,N/A,"Amsterdam, Netherlands",45.0-85.0 EUR
MARCUS KING,MARCUS KING: MOOD SWINGS THE WORLD TOUR,2024-10-31,20:00:00,N/A,"Berlin, Germany",10.75-34.25 EUR
MARCUS KING,MARCUS KING: MOOD SWINGS THE WORLD TOUR,2024-11-01,20:00:00,N/A,"København K, Denmark",45.0-987.0 DKK
MARCUS KING,Marcus King: An Intimate Acoustic Evening Featuring Drew Smithers ,2024-12-09,20:00:00,Uptown Theatre Napa,"Napa, United States Of America",35.0-95.0 USD
MARCUS KING,Marcus King: An Intimate Acoustic Evening Featuring Drew Smithers ,2024-12-14,20:00:00,Rialto Theatre-Tucson,"Tucson, United States Of America",39.5-69.5 USD
MARCUS KING,Marcus King: An Intimate Acoustic Evening Featuring Drew Smithers ,2024-12-17,19:00:00,Duling Hall,"Jackson, United States Of America",75.0-75.0 USD
MARCUS KING,Marcus King: An Intimate Acoustic Evening Featuring Drew Smithers ,2024-12-17,21:30:00,Duling Hall,"Jackson, United States Of America",75.0-75.0 USD
Luísa Sonza,Luisa Sonza no Qualistage - RJ,2024-11-02,22:00:00,Qualistage,"Rio de Janeiro, Brazil",N/A
Teddy Swims,Teddy Swims,2024-10-13,20:00:00,Choctaw Grand Theater,"Durant, United States Of America",39.0-69.0 USD
Teddy Swims,Teddy Swims,2024-10-19,20:00:00,Harrah's Resort SoCal - The Events Center,"Valley Center, United States Of America",59.5-119.5 USD
Teddy Swims,Teddy Swims,2024-10-21,19:00:00,House of Blues Anaheim,"Anaheim, United States Of America",59.5-59.5 USD
Teddy Swims,Teddy Swims,2024-10-22,19:00:00,House of Blues Anaheim,"Anaheim, United States Of America",59.5-59.5 USD
Teddy Swims,Teddy Swims,2024-11-11,19:00:00,Eventim Apollo,"London, Great Britain",45.0-55.0 GBP
Teddy Swims,Teddy Swims,2025-03-03,19:00:00,Utilita Arena Birmingham,"Birmingham, Great Britain",N/A
Teddy Swims,Teddy Swims,2025-03-04,19:00:00,Utilita Arena Birmingham,"Birmingham, Great Britain",N/A
Teddy Swims,Teddy Swims,2025-03-06,19:00:00,"OVO Arena, Wembley","London, Great Britain",35.0-275.0 GBP
Teddy Swims,Teddy Swims,2025-03-07,19:00:00,"OVO Arena, Wembley","London, Great Britain",35.0-275.0 GBP
Teddy Swims,Teddy Swims,2025-03-09,18:30:00,OVO Hydro,"Glasgow, Great Britain",0.0-284.45 GBP
Teddy Swims,Teddy Swims,2025-03-10,19:30:00,Co-op Live,"Manchester, Great Britain",0.0-270.0 GBP
Teddy Swims,Teddy Swims,2025-03-16,19:30:00,Co-op Live,"Manchester, Great Britain",0.0-270.0 GBP
Teddy Swims,Teddy Swims,2024-10-18,20:00:00,Pepsi Amphitheater,"Flagstaff, United States Of America",N/A
Teddy Swims,Teddy Swims,2024-10-15,20:00:00,Helen DeVitt Jones Theater at The Buddy Holly Hall,"Lubbock, United States Of America",N/A
Teddy Swims,Teddy Swims,2025-05-20,20:00:00,Jacobs Pavilion at Nautica,"Cleveland, United States Of America",N/A
Teddy Swims,Teddy Swims,2025-05-24,20:00:00,Place Bell,"Laval, Can",N/A
Teddy Swims,Teddy Swims,2025-05-30,19:30:00,The Stage at Suffolk Downs,"Boston, United States Of America",N/A
Teddy Swims,Teddy Swims,2025-06-04,20:00:00,Virginia Credit Union LIVE!,"Richmond, United States Of America",N/A
Teddy Swims,Teddy Swims,2025-06-06,20:00:00,Stage AE,"Pittsburgh, United States Of America",N/A
Teddy Swims,Teddy Swims,2025-08-23,20:00:00,Starlight Theatre,"Kansas City, United States Of America",N/A
DJ Nelson,DJ Nelson: Flow La Discoteca,2024-11-15,20:00:00,The Santander Arena ,"Reading, United States Of America",40.0-138.0 USD
DJ Nelson,"Clock-Out Lounge Presents: Spirit Award (10 year anniversary) w/ Frond, Don Piano & DJ Troy Nelson",2024-11-15,21:00:00,Clock-Out Lounge,"Seattle, United States Of America",17.0-17.0 USD
Rihanna,The Rock and Roll Playhouse plays the Music of Rihanna + More for Kids,2024-11-10,12:00:00,Brooklyn Bowl,"Brooklyn, United States Of America",16.0-16.0 USD
Bad Bunny,A Bad Bunny Party,2024-10-12,22:00:00,Metropolis,"London, Great Britain",N/A
Bad Bunny,Noche De Verano Sin Ti (Bad Bunny Night),2024-11-16,20:00:00,Knitting Factory - Spokane,"Spokane, United States Of America",15.0-15.0 USD
Bad Bunny,Noche de Verano Sin Ti: Bad Bunny Night,2024-11-22,21:00:00,Knitting Factory - Boise,"Boise, United States Of America",15.0-75.0 USD
Duncan Dhu,Mikel Erentxun   La voz de Duncan Dhu ,2024-11-08,21:00:00,La Maraka,"México, Mexico",700.0-1500.0 MXN
Duncan Dhu,Mikel Erentxun   La voz de Duncan Dhu ,2024-11-09,21:00:00,La Maraka,"México, Mexico",700.0-1500.0 MXN
Plan B,2025 20-Game Partial Plan Deposit B,2025-10-01,20:00:00,Sutter Health Park - GA ,"West Sacramento, United States Of America",N/A
nimino,nimino,2024-11-29,22:00:00,Fortune Sound Club,"Vancouver, Canada",N/A
nimino,nimino,2024-11-23,22:00:00,Madame Lou's,"Seattle, United States Of America",22.0-22.0 USD
nimino,Nimino,2024-11-30,21:00:00,El Rey Theatre - Los Angeles,"Los Angeles, United States Of America",N/A
nimino,Nimino,2024-11-16,20:00:00,Racket NYC,"New York, United States Of America",N/A
IAM,An Intimate Evening With Iam Tongi,2024-12-27,18:30:00,Blue Note Hawaii,"Honolulu, United States Of America",0.0-0.0 USD
IAM,An Intimate Evening With Iam Tongi,2024-12-27,21:00:00,Blue Note Hawaii,"Honolulu, United States Of America",0.0-0.0 USD
IAM,An Intimate Evening With Iam Tongi,2024-12-28,18:30:00,Blue Note Hawaii,"Honolulu, United States Of America",0.0-0.0 USD
IAM,An Intimate Evening With Iam Tongi,2024-12-28,21:00:00,Blue Note Hawaii,"Honolulu, United States Of America",0.0-0.0 USD
IAM,An Intimate Evening With Iam Tongi,2024-12-30,18:30:00,Blue Note Hawaii,"Honolulu, United States Of America",0.0-0.0 USD
IAM,An Intimate Evening With Iam Tongi,2024-12-30,21:00:00,Blue Note Hawaii,"Honolulu, United States Of America",0.0-0.0 USD
IAM,An Intimate Evening With Iam Tongi,2024-12-31,20:00:00,Blue Note Hawaii,"Honolulu, United States Of America",0.0-0.0 USD
IAM,An Intimate Evening With Iam Tongi,2024-12-31,23:00:00,Blue Note Hawaii,"Honolulu, United States Of America",0.0-0.0 USD
IAM,I Am,2024-10-16,18:00:00,The Masquerade - Purgatory,"Atlanta, United States Of America",18.0-18.0 USD
IAM,Holo Holo Festival-Saturday,2024-11-09,14:00:00,Tacoma Dome,"Tacoma, United States Of America",120.0-165.0 USD
IAM,Holo Holo Festival-2 Day Pass,2024-11-09,N/A,Tacoma Dome,"Tacoma, United States Of America",185.0-430.0 USD
IAM,Iam Tongi,2024-10-17,19:30:00,RCU Theatre,"Eau Claire, United States Of America",N/A
Fran C,Franc Moody,2024-11-23,20:00:00,The Bellwether,"Los Angeles, United States Of America",35.0-35.0 USD
Fran C,Shoe Cake Comedy Club Present Fran Garrity,2024-11-22,19:30:00,"The Georgian Theatre, Stockton-on-Tees","Stockton-on-Tees, Great Britain",N/A
Fran C,FRANC D'AMBROSIO'S HOLLYWOOD: SONGS FROM THE SILVER SCREEN,2024-11-08,20:00:00,Feinstein's at The Nikko,"San Francisco, United States Of America",43.49-85.72 USD
Fran C,FRANC D'AMBROSIO'S HOLLYWOOD: SONGS FROM THE SILVER SCREEN,2024-11-09,20:00:00,Feinstein's at The Nikko,"San Francisco, United States Of America",43.49-85.72 USD
RAYE,Collin Raye,2025-01-30,19:30:00,Arlington Music Hall,"Arlington, United States Of America",N/A
RAYE,"Roots & Boots With Sammy Kershaw, Aaron Tippin & Colin Raye",2024-11-30,20:00:00,IP Casino Resort and Spa,"Biloxi, United States Of America",49.0-74.0 USD
RAYE,"Roots and Boots - Sammy Kershaw, Aaron Tippin and Collin Raye",2024-11-09,19:00:00,Family Arena,"Saint Charles, United States Of America",45.0-100.0 USD
L.V.,2024 LV Sponsorship,2024-12-31,20:00:00,General,"N/A, United States Of America",N/A
L.V.,Maroon 5: M5LV The Vegas Residency,2024-10-12,20:00:00,Dolby Live,"Las Vegas, United States Of America",70.0-600.0 USD
L.V.,Maroon 5: M5LV The Vegas Residency,2024-10-11,20:00:00,Dolby Live,"Las Vegas, United States Of America",70.0-595.0 USD
L.V.,Maroon 5: M5LV The Vegas Residency,2025-03-08,20:00:00,Dolby Live,"Las Vegas, United States Of America",72.48-650.0 USD
L.V.,Maroon 5: M5LV The Vegas Residency,2025-03-22,20:00:00,Dolby Live,"Las Vegas, United States Of America",72.48-650.0 USD
L.V.,Maroon 5: M5LV The Vegas Residency,2025-03-15,20:00:00,Dolby Live,"Las Vegas, United States Of America",72.48-650.0 USD
L.V.,Maroon 5: M5LV The Vegas Residency,2025-03-07,20:00:00,Dolby Live,"Las Vegas, United States Of America",72.48-625.0 USD
L.V.,Maroon 5: M5LV The Vegas Residency,2025-03-21,20:00:00,Dolby Live,"Las Vegas, United States Of America",72.48-625.0 USD
L.V.,Maroon 5: M5LV The Vegas Residency,2025-03-14,20:00:00,Dolby Live,"Las Vegas, United States Of America",72.48-625.0 USD
L.V.,Maroon 5: M5LV The Vegas Residency,2025-03-19,20:00:00,Dolby Live,"Las Vegas, United States Of America",72.48-595.0 USD
L.V.,Maroon 5: M5LV The Vegas Residency,2025-03-12,20:00:00,Dolby Live,"Las Vegas, United States Of America",72.48-595.0 USD
L.V.,AFLW 8: West Coast Eagles v Fremantle at LV,2024-10-19,16:05:00,AFL Leederville,"N/A, Aus",N/A
L.V.,AFLW 8: West Coast Eagles v Fremantle at LV,2024-10-19,16:05:00,AFL Leederville,"N/A, Aus",N/A
L.V.,AFLW 8: West Coast Eagles v Fremantle at LV,2024-10-19,16:05:00,AFL Leederville,"N/A, Aus",N/A
L.V.,Maroon 5: M5LV Vegas Residency,2025-03-07,20:00:00,Dolby Live at Park MGM,"Las Vegas, United States Of America",N/A
L.V.,Maroon 5: M5LV Vegas Residency,2025-03-08,20:00:00,Dolby Live at Park MGM,"Las Vegas, United States Of America",N/A
L.V.,Maroon 5: M5LV Vegas Residency,2025-03-12,20:00:00,Dolby Live at Park MGM,"Las Vegas, United States Of America",N/A
L.V.,Maroon 5: M5LV Vegas Residency,2025-03-14,20:00:00,Dolby Live at Park MGM,"Las Vegas, United States Of America",N/A
L.V.,Maroon 5: M5LV Vegas Residency,2025-03-15,20:00:00,Dolby Live at Park MGM,"Las Vegas, United States Of America",N/A
L.V.,Maroon 5: M5LV Vegas Residency,2025-03-19,20:00:00,Dolby Live at Park MGM,"Las Vegas, United States Of America",N/A
Chayanne,Chayanne,2024-10-20,20:00:00,Toyota Center - TX,"Houston, United States Of America",N/A
Chayanne,Chayanne,2024-10-18,20:00:00,Paycom Center,"Oklahoma City, United States Of America",N/A
Chayanne,Chayanne,2024-10-18,20:00:00,Paycom Center,"Oklahoma City, United States Of America",N/A
Chayanne,Chayanne,2024-10-18,20:00:00,Paycom Center,"Oklahoma City, United States Of America",N/A
Chayanne,Chayanne,2024-10-18,20:00:00,Paycom Center,"Oklahoma City, United States Of America",N/A
Chayanne,CHAYANNE,2024-10-31,20:00:00,State Farm Arena,"N/A, N/A",N/A
Chayanne,CHAYANNE,2024-10-31,20:00:00,State Farm Arena,"N/A, N/A",N/A
Chayanne,CHAYANNE,2024-11-09,20:00:00,Gainbridge Fieldhouse,"Indianapolis, United States Of America",N/A
Chayanne,Chayanne,2024-11-13,20:00:00,TD Garden,"Boston, United States Of America",N/A
Chayanne,Chayanne,2024-11-13,20:00:00,TD Garden,"Boston, United States Of America",N/A
Chayanne,Chayanne,2024-11-15,20:00:00,Bell Centre,"MontrÃ©al, N/A",N/A
Chayanne,Chayanne,2024-11-22,20:00:00,Prudential Center,"Newark, United States Of America",N/A
Chayanne,CHAYANNE,2024-12-06,20:00:00,Amalie Arena,"Tampa, United States Of America",N/A
Chayanne,Chayanne,2024-12-06,20:00:00,Amalie Arena,"N/A, N/A",N/A
Chayanne,Chayanne,2024-12-08,20:00:00,Hertz Arena,"Estero, United States Of America",N/A
Chayanne,Chayanne,2024-12-12,20:00:00,Kia Center,"Orlando, United States Of America",N/A
Chayanne,Chayanne,2024-12-12,20:00:00,Kia Center,"Orlando, United States Of America",N/A
Chayanne,Chayanne,2024-12-12,20:00:00,Kia Center,"Orlando, United States Of America",N/A
Chayanne,Chayanne,2024-12-12,20:00:00,Kia Center,"Orlando, United States Of America",N/A
Chayanne,Chayanne,2024-12-14,20:00:00,Kaseya Center,"Miami, United States Of America",N/A
Lynda,Lynda Lemay,2025-03-25,20:00:00,Théâtre Manuvie,"Brossard, Canada",48.0-48.0 CAD
Lynda,Lynda Lemay,2024-12-04,20:00:00,Cirque Royal - Koninklijk Circus,"Brussels, Belgium",37.0-56.0 EUR
Lynda,Lynda Lemay,2024-12-06,20:00:00,Théâtre Royal,"Mons, Belgium",N/A
R. Kelly,GROOVE CITY FEST: KELLY FINNIGAN & THE ATONEMENTS,2025-02-06,21:00:00,N/A,"Hamburg, Germany",27.95-27.95 EUR
R. Kelly,Kelly Finnigan & The Atonements,2024-11-15,20:00:00,The Venice West,"Venice, United States Of America",29.83-29.83 USD
R. Kelly,Kelly Finnigan & Parlor Greens,2024-11-22,19:30:00,Jimmy's Jazz and Blues Club,"Portsmouth, United States Of America",22.5-72.5 USD
R. Kelly,Welcome to the Sweat Hotel,2024-12-06,20:00:00,Raising Canes River Center Arena,"Baton Rouge, United States Of America",49.0-150.0 USD
JHAYCO,Jhayco,2024-11-21,20:00:00,Peacock Theater - LA,"Los Angeles, United States Of America",N/A
JHAYCO,Jhayco,2024-11-01,20:00:00,Kaseya Center,"Miami, United States Of America",N/A
JHAYCO,Jhayco,2024-11-03,20:00:00,Kia Center,"Orlando, United States Of America",N/A
JHAYCO,Jhayco,2024-11-03,20:00:00,Kia Center,"Orlando, United States Of America",N/A
JHAYCO,Jhayco,2024-11-03,20:00:00,Kia Center,"Orlando, United States Of America",N/A
JHAYCO,Jhayco,2024-11-03,20:00:00,Kia Center,"Orlando, United States Of America",N/A
JHAYCO,Jhayco,2024-11-06,20:00:00,Prudential Center,"Newark, United States Of America",N/A
JHAYCO,Jhayco,2024-11-06,20:00:00,Prudential Center,"Newark, United States Of America",N/A
JHAYCO,Jhayco,2026-01-24,20:00:00,Moore Theatre,"N/A, N/A",N/A
JHAYCO,PARK: Jhayco,2024-11-07,20:00:00,Parking - Boston Univ,"Boston, United States Of America",N/A
JHAYCO,SUITE: Jhayco,2024-11-07,20:00:00,Agganis Arena,"Boston, United States Of America",N/A
JHAYCO,Jhayco - Vida Rockstar Tour,2024-11-01,20:00:00,Kaseya Center,"Miami, United States Of America",21.0-187.24 USD
JHAYCO,Jhayco - Vida Rockstar Tour,2024-11-03,20:00:00,Kia Center,"Orlando, United States Of America",24.0-227.99 USD
JHAYCO,Jhayco - Vida Rockstar Tour,2024-11-06,20:00:00,Prudential Center,"Newark, United States Of America",32.0-191.99 USD
JHAYCO,Jhayco - Vida Rockstar Tour,2024-11-07,20:00:00,Agganis Arena,"Boston, United States Of America",23.75-196.99 USD
JHAYCO,Jhayco - Vida Rockstar Tour,2024-11-15,20:00:00,Rosemont Theatre,"Rosemont, United States Of America",18.0-207.99 USD
JHAYCO,Jhayco - Vida Rockstar Tour,2024-11-17,20:00:00,EagleBank Arena,"Fairfax, United States Of America",31.0-197.99 USD
JHAYCO,Jhayco - Vida Rockstar Tour,2024-11-22,20:00:00,San Jose Civic,"San Jose, United States Of America",36.49-156.49 USD
JHAYCO,Jhayco - Vida Rockstar Tour,2025-11-20,20:00:00,Hertz Arena,"Estero, United States Of America",24.0-137.99 USD
JHAYCO,Jhayco - Vida Rockstar Tour,2024-11-13,20:00:00,Smart Financial Centre at Sugar Land,"Sugar Land, United States Of America",N/A
Grandmaster Melle Mel,Freestyle Fall Harvest,2024-10-26,19:00:00,Westchester County Center,"White Plains, United States Of America",59.0-129.0 USD
Eminem,"Michael Mathers, the Ultimate Eminem Tribute",2025-04-26,19:30:00,Hertford Corn Exchange,"Hertford, Great Britain",N/A
Eminem,SHADY - Live Band Tribute to Eminem,2024-12-14,21:00:00,Impact Fuel Room,"Libertyville , United States Of America",15.0-35.0 USD
Eminem,Michael Mathers: the Eminem Tribute Act Experience,2025-09-27,21:00:00,Horn @ St Albans,"St Albans, Great Britain",N/A
Eminem,2024 F1 USGP Super Stage - EMINEM Lawn Access,2024-10-19,20:00:00,Circuit of The Americas,"Austin, United States Of America",N/A
Eminem,2024 Formula 1 Pirelli USGP feat. Eminem + Sting - 3-Day Reserved,2024-10-18,N/A,Circuit of The Americas,"Austin, United States Of America",N/A
Eminem,2024 Formula 1 Pirelli USGP feat. Eminem + Sting - 3-Day Grounds Pass,2024-10-18,N/A,Circuit of The Americas,"Austin, United States Of America",N/A
Eminem,2024 Formula 1 Pirelli United States Grand Prix - Saturday,2024-10-19,08:00:00,Circuit of The Americas,"Austin, United States Of America",179.0-200.0 USD
Journey,Journey,2024-12-28,20:00:00,The Venue at Thunder Valley Casino Resort,"Lincoln, United States Of America",199.95-499.95 USD
Journey,Journey,2025-03-12,20:00:00,The Pinnacle - TN,"Nashville, United States Of America",N/A
Journey,Journey USA - Journey Tribute,2024-11-16,19:00:00,Bakersfield Fox Theater,"Bakersfield, United States Of America",N/A
Journey,Journey - Tribute by Classic Journey,2024-11-29,21:00:00,Ivan'z House at Mozambique,"Laguna Beach, United States Of America",25.69-25.69 USD
Journey,Journey USA,2024-11-08,20:00:00,Yucaipa Performing Arts Center Indoor Theatre,"Yucaipa, United States Of America",40.0-50.0 USD
