artist,name,date,time,venue,location,price_range
Don Toliver,Don Toliver - Psycho Tour,2024-10-15,19:30:00,Bill Graham Civic Auditorium,"San Francisco, United States Of America",79.5-79.5 USD
Don Toliver,Don Toliver - Psycho Tour,2024-10-27,19:30:00,American Airlines Center,"Dallas, United States Of America",49.5-129.5 USD
Don Toliver,Don Toliver - Psycho Tour,2024-11-08,20:00:00,EagleBank Arena,"Fairfax, United States Of America",49.5-140.0 USD
Don Toliver,Don Toliver - Psycho Tour,2024-11-17,19:30:00,Credit Union 1 Arena at UIC,"Chicago, United States Of America",47.5-107.5 USD
Don Toliver,Don Toliver - Psycho Tour,2024-10-23,19:30:00,Moody Center ATX,"Austin, United States Of America",39.5-94.75 USD
Don Toliver,Don Toliver - Psycho Tour,2024-10-29,19:30:00,State Farm Arena,"Atlanta, United States Of America",49.5-129.5 USD
The Chainsmokers,The Chainsmokers,2024-10-12,22:30:00,XS Nightclub at Wynn Las Vegas,"Las Vegas, United States Of America",N/A
The Chainsmokers,The Chainsmokers,2024-10-19,22:30:00,XS Nightclub at Wynn Las Vegas,"Las Vegas, United States Of America",N/A
The Chainsmokers,The Chainsmokers,2024-10-25,22:30:00,XS Nightclub at Wynn Las Vegas,"Las Vegas, United States Of America",N/A
The Chainsmokers,The Chainsmokers,2024-11-09,22:30:00,XS Nightclub at Wynn Las Vegas,"Las Vegas, United States Of America",N/A
The Chainsmokers,The Chainsmokers,2024-11-30,22:30:00,XS Nightclub at Wynn Las Vegas,"Las Vegas, United States Of America",N/A
The Chainsmokers,The Chainsmokers,2024-12-13,22:30:00,XS Nightclub at Wynn Las Vegas,"Las Vegas, United States Of America",N/A
The Chainsmokers,The Chainsmokers,2024-12-31,22:30:00,XS Nightclub at Wynn Las Vegas,"Las Vegas, United States Of America",N/A
The Chainsmokers,The Chainsmokers w/ Disco Lines,2024-11-16,22:30:00,XS Nightclub at Wynn Las Vegas,"Las Vegas, United States Of America",N/A
The Chainsmokers,Voyage Music Fest,2024-10-25,N/A,CCNB Amphitheatre at Heritage Park,"Simpsonville, United States Of America",N/A
KADI,Eddie Kadi,2025-03-01,20:00:00,Swindon Arts Centre,"Swindon, Great Britain",18.5-18.5 GBP
KADI,Eddie Kadi: LET ME LAND,2025-02-07,21:30:00,Leicester Square Theatre,"London, Great Britain",18.0-18.0 GBP
KADI,Eddie Kadi: LET ME LAND,2025-02-15,19:00:00,Reading Concert Hall,"Reading, Great Britain",15.0-15.0 GBP
KADI,Eddie Kadi: LET ME LAND,2025-02-20,19:00:00,Forge Comedy Club,"Brighton, Great Britain",15.0-15.0 GBP
KADI,Eddie Kadi: LET ME LAND,2025-02-21,20:00:00,Redgrave Theatre,"Bristol, Great Britain",15.0-15.0 GBP
KADI,Eddie Kadi: LET ME LAND,2025-02-22,19:00:00,O2 Institute Birmingham,"Birmingham, Great Britain",18.5-18.5 GBP
KADI,Eddie Kadi: LET ME LAND,2025-03-02,19:00:00,Bath Komedia,"Bath, Great Britain",15.0-15.0 GBP
KADI,Eddie Kadi: LET ME LAND,2025-03-13,19:00:00,The Albany Theatre,"Coventry, Great Britain",18.5-18.5 GBP
KADI,Eddie Kadi: LET ME LAND,2025-03-14,20:00:00,The Y Theatre,"Leicester, Great Britain",15.0-15.0 GBP
KADI,Eddie Kadi: LET ME LAND,2025-03-15,19:00:00,Royal and Derngate,"Northampton, Great Britain",15.0-15.0 GBP
KADI,Eddie Kadi: LET ME LAND,2025-03-16,20:00:00,Cambridge Junction,"Cambridge, Great Britain",15.0-15.0 GBP
KADI,Eddie Kadi: LET ME LAND,2025-03-23,19:00:00,Cardiff Glee Club,"Cardiff, Great Britain",15.0-15.0 GBP
KADI,Eddie Kadi: LET ME LAND,2025-03-27,20:00:00,Fareham Live,"Fareham, Great Britain",15.0-15.0 GBP
KADI,Eddie Kadi: LET ME LAND,2025-04-03,19:00:00,Manchester Stoller Hall,"Manchester, Great Britain",15.0-15.0 GBP
KADI,Eddie Kadi: LET ME LAND,2025-04-05,19:00:00,Ashcroft Theatre,"Croydon, Great Britain",18.0-18.0 GBP
KADI,Eddie Kadi: LET ME LAND,2025-05-01,20:00:00,City Varieties Music Hall,"Leeds, Great Britain",15.0-15.0 GBP
KADI,Mo Gilligan & Friends: Comedy Brunch,2024-10-26,13:00:00,Up The Creek,"London, Great Britain",N/A
Taylor Swift,Taylor Swift,2024-11-14,19:00:00,Rogers Centre,"Toronto, Can",N/A
Taylor Swift,TAYLOR SWIFT,2024-11-14,19:00:00,Rogers Centre,"Toronto, Can",N/A
Taylor Swift,Taylor Swift,2024-11-15,19:00:00,Rogers Centre,"Toronto, Can",N/A
Taylor Swift,TAYLOR SWIFT,2024-11-15,19:00:00,Rogers Centre,"Toronto, Can",N/A
Taylor Swift,Taylor Swift,2024-11-16,19:00:00,Rogers Centre,"Toronto, Can",N/A
Taylor Swift,TAYLOR SWIFT,2024-11-16,19:00:00,Rogers Centre,"Toronto, Can",N/A
Taylor Swift,TAYLOR SWIFT,2024-11-17,19:00:00,Rogers Centre,"Toronto, Can",N/A
Taylor Swift,TAYLOR SWIFT,2024-11-17,19:00:00,Rogers Centre,"Toronto, Can",N/A
Taylor Swift,Taylor Swift,2024-11-21,19:00:00,Rogers Centre,"Toronto, Can",N/A
Taylor Swift,TAYLOR SWIFT,2024-11-21,19:00:00,Rogers Centre,"Toronto, Can",N/A
Taylor Swift,Taylor Swift,2024-11-22,19:00:00,Rogers Centre,"Toronto, Can",N/A
Taylor Swift,TAYLOR SWIFT,2024-11-22,19:00:00,Rogers Centre,"Toronto, Can",N/A
Taylor Swift,TAYLOR SWIFT,2024-11-23,19:00:00,Rogers Centre,"Toronto, Can",N/A
Taylor Swift,Taylor Swift,2024-11-23,19:00:00,Rogers Centre,"Toronto, Can",N/A
Taylor Swift,TAYLOR SWIFT,2024-11-24,19:00:00,Rogers Centre,"Toronto, Can",N/A
Taylor Swift,TAYLOR SWIFT,2024-11-24,19:00:00,Rogers Centre,"Toronto, Can",N/A
Taylor Swift,Taylor Swift Tribute,2024-11-19,19:30:00,The Studio,"Hamilton, Canada",33.0-33.0 CAD
Taylor Swift,Taylor Swift Tribute,2024-12-21,17:00:00,The Biergarten at Old World HB,"Huntington Beach, United States Of America",N/A-N/A USD
Taylor Swift,Swift - A Tribute to Taylor Swift,2024-10-26,19:00:00,Bloomington Center for the Performing Arts,"Bloomington, United States Of America",24.0-49.0 USD
Taylor Swift,The Taylor Party: Taylor Swift Night,2024-11-08,20:00:00,9:30 CLUB,"Washington, United States Of America",25.0-25.0 USD
Amaarae,Sabrina Carpenter w/ Amaarae,2024-10-14,19:00:00,Target Center,"Minneapolis, United States Of America",N/A
Amaarae,SABRINA CARPENTER: SHORT N' SWEET TOUR,2024-10-13,19:00:00,United Center,"Chicago, United States Of America",25.5-220.5 USD
Amaarae,KAYTRANADA - TIMELESS Tour,2024-10-26,18:30:00,BMO Stadium,"Los Angeles, United States Of America",20.0-219.5 USD
Amaarae,SABRINA CARPENTER: SHORT N' SWEET TOUR,2024-10-11,19:00:00,Centre Bell,"Montreal, Canada",30.5-665.83 CAD
Wiz Khalifa,Voyage Music Fest,2024-10-25,N/A,CCNB Amphitheatre at Heritage Park,"Simpsonville, United States Of America",N/A
Jul,Gustaf & Viktor Noréns Jul,2024-12-06,20:00:00,Sara kulturhus Stage 1,"Skellefteå, Sweden",395.0-595.0 SEK
Jul,Gustaf & Viktor Noréns Jul,2024-12-06,15:30:00,Sara kulturhus Stage 1,"Skellefteå, Sweden",435.0-755.0 SEK
Jul,Gustaf & Viktor Noréns Jul,2024-12-20,19:30:00,N/A,"Linköping, Sweden",595.0-595.0 SEK
Jul,Gustaf & Viktor Noréns Jul,2024-12-20,16:00:00,N/A,"Linköping, Sweden",595.0-595.0 SEK
Jul,Jul Med David & Kristina Lindgren,2024-12-15,19:00:00,Sara kulturhus Stage 1,"Skellefteå, Sweden",295.0-635.0 SEK
Jul,Juls Live,2024-10-23,18:30:00,"HERE at Outernet, London","London, Great Britain",N/A
Jul,PT25JUL,2025-12-31,00:00:00,Yankee Stadium,"Bronx, United States Of America",N/A
Jul,Imagine Dragons: LOOM World Tour 2025,2025-07-25,17:00:00,Tottenham Hotspur Stadium,"London, Great Britain",50.0-5830.0 GBP
Jul,Imagine Dragons: LOOM World Tour 2025,2025-07-26,17:00:00,Tottenham Hotspur Stadium,"London, Great Britain",50.0-5830.0 GBP
Jul,Shania Twain,2025-07-15,20:00:00,The Theatre at Great Canadian Casino Resort Toronto,"Toronto, Canada",95.0-375.5 CAD
Jul,Shania Twain,2025-07-16,20:00:00,The Theatre at Great Canadian Casino Resort Toronto,"Toronto, Canada",95.0-375.5 CAD
Jul,Imagine Dragons: LOOM World Tour,2025-07-16,18:45:00,Volksparkstadion,"Hamburg, Germany",7.05-259.0 EUR
Jul,Imagine Dragons: LOOM World Tour,2025-07-21,18:45:00,N/A,"Frankfurt am Main, Germany",9.5-285.0 EUR
Jul,New York Yankees vs. Philadelphia Phillies,2025-07-26,N/A,Yankee Stadium,"Bronx, United States Of America",35.0-425.0 USD
Jul,New York Yankees vs. Philadelphia Phillies,2025-07-25,19:05:00,Yankee Stadium,"Bronx, United States Of America",30.0-410.0 USD
Jul,New York Yankees vs. Philadelphia Phillies,2025-07-27,N/A,Yankee Stadium,"Bronx, United States Of America",30.0-410.0 USD
Jul,New York Yankees vs. Chicago Cubs,2025-07-13,N/A,Yankee Stadium,"Bronx, United States Of America",35.0-410.0 USD
Jul,New York Yankees vs. Chicago Cubs,2025-07-11,19:05:00,Yankee Stadium,"Bronx, United States Of America",30.0-410.0 USD
Jul,New York Yankees vs. Seattle Mariners,2025-07-10,19:05:00,Yankee Stadium,"Bronx, United States Of America",10.0-410.0 USD
Jul,New York Yankees vs. Chicago Cubs,2025-07-12,N/A,Yankee Stadium,"Bronx, United States Of America",35.0-410.0 USD
Key-Key,Kristin Key,2024-12-12,19:30:00,Houston Improv,"Houston, United States Of America",N/A
Key-Key,Kristin Key: Lesbian Army Tour,2025-04-12,19:00:00,Leicester Square Theatre,"London, Great Britain",29.5-29.5 GBP
Key-Key,Alison Moyet - KEY Live 2025,2025-05-21,19:00:00," Great Hall, Auckland Town Hall","Auckland, New Zealand",132.43-163.02 NZD
Key-Key,Alison Moyet - KEY Live 2025,2025-05-24,19:00:00,Michael Fowler Centre,"Wellington, New Zealand",132.43-163.02 NZD
Key-Key,Marie Key,2024-10-11,20:00:00,N/A,"København K, Denmark",395.0-395.0 DKK
Key-Key,Marie Key,2024-10-12,20:00:00,N/A,"København K, Denmark",395.0-395.0 DKK
Key-Key,Marie Key,2024-10-23,20:00:00,N/A,"København K, Denmark",395.0-395.0 DKK
Key-Key,Marie Key,2024-10-24,20:00:00,N/A,"København K, Denmark",395.0-395.0 DKK
Key-Key,Kristin Key,2024-11-17,18:00:00,Huntsville Levity Live,"Huntsville, United States Of America",30.0-30.0 USD
Key-Key,Kristin Key,2024-12-11,19:30:00,Addison Improv,"Addison, United States Of America",30.0-240.0 USD
Key-Key,Kristin Key,2024-12-12,19:30:00,Improv Comedy Club- Houston,"Houston, United States Of America",N/A
Key-Key,BGCC: Kristen Key with Rudy Pavich,2024-11-04,20:00:00,Brad Garrett Comedy Club at MGM Grand Hotel and Casino,"Las Vegas, United States Of America",67.46-87.46 USD
Key-Key,BGCC: Kristen Key with Rudy Pavich,2024-11-05,20:00:00,Brad Garrett Comedy Club at MGM Grand Hotel and Casino,"Las Vegas, United States Of America",67.46-87.46 USD
Key-Key,BGCC: Kristen Key with Rudy Pavich,2024-11-10,20:00:00,Brad Garrett Comedy Club at MGM Grand Hotel and Casino,"Las Vegas, United States Of America",67.46-87.46 USD
Key-Key,Songs In the Key of Motown,2024-10-25,19:30:00,The Palms at Crown,"Southbank , Australia",79.9-85.9 AUD
Key-Key,BGCC: Kristen Key with Rudy Pavich,2024-11-09,20:00:00,Brad Garrett Comedy Club at MGM Grand Hotel and Casino,"Las Vegas, United States Of America",67.46-87.46 USD
Key-Key,Songs In the Key of Motown,2024-11-15,20:00:00,Norwood Concert Hall,"Norwood , Australia",39.5-68.28 AUD
Key-Key,Foundation Member Key,2024-10-31,20:00:00,-,"N/A, N/A",N/A
Key-Key,HatN: Marie Key,2024-11-09,17:00:00,LOKATION: Heartland at noma,"København K, Denmark",585.0-585.0 DKK
Key-Key,HatN: Marie Key,2024-11-10,17:00:00,LOKATION: Heartland at noma,"København K, Denmark",585.0-585.0 DKK
Peso Pluma,Peso Pluma: Exodo Tour,2024-10-13,20:00:00,First Horizon Coliseum,"Greensboro, United States Of America",37.5-197.5 USD
Peso Pluma,Peso Pluma: Exodo Tour,2024-10-16,20:30:00,Amalie Arena,"Tampa, United States Of America",35.75-245.75 USD
Peso Pluma,Peso Pluma: Exodo Tour,2024-10-11,20:00:00,Mohegan Sun Arena,"Uncasville, United States Of America",59.5-349.5 USD
Peso Pluma,PESO PLUMA,2024-10-12,20:00:00,Mohegan Sun Arena,"Uncasville, United States Of America",N/A
Peso Pluma,PESO PLUMA,2024-10-11,20:00:00,Mohegan Sun Arena,"Uncasville, United States Of America",N/A
Peso Pluma,Peso Pluma,2024-10-13,20:00:00,First Horizon Coliseum,"Greensboro, United States Of America",N/A
Peso Pluma,Peso Pluma,2024-10-16,20:30:00,Amalie Arena,"N/A, N/A",N/A
Peso Pluma,Peso Pluma,2024-10-16,20:00:00,Amalie Arena,"Tampa, United States Of America",N/A
Peso Pluma,Peso Pluma,2024-10-17,20:30:00,Kaseya Center,"Miami, United States Of America",N/A
Peso Pluma,Peso Pluma: Exodo Tour,2024-10-17,20:30:00,Kaseya Center,"Miami, United States Of America",24.75-194.75 USD
Peso Pluma,Guest Pass - Peso Pluma,2024-10-17,20:30:00,General Admission,"Miami, United States Of America",N/A
Miley Cyrus,Best of Both Worlds Hannah Montana Night,2024-11-15,21:00:00,Steelhouse Omaha,"Omaha, United States Of America",16.0-27.0 USD
Miley Cyrus,Best of Both Worlds: Hannah Montana Night,2024-10-18,20:30:00,August Hall,"San Francisco, United States Of America",N/A
Miley Cyrus,Bop to the Top Presents Best of Both Worlds Hannah Montana Night,2024-11-16,20:30:00,Emo's Austin,"Austin, United States Of America",15.0-19.0 USD
Miley Cyrus,Bop to the Top Presents Best of Both Worlds Hannah Montana Night,2024-10-25,21:00:00,Vibrant Music Hall,"Waukee, United States Of America",18.0-30.0 USD
Miley Cyrus,Bop to the Top Presents Best of Both Worlds Hannah Montana Night,2024-10-26,20:30:00,House of Blues New Orleans ,"New Orleans, United States Of America",18.0-40.0 USD
Miley Cyrus,Best of Both Worlds: Hannah Montana Night,2024-10-18,20:30:00,August Hall,"San Francisco, United States Of America",N/A
Blessd,BLESSD,2024-11-17,19:00:00,Boeing Center at Tech Port,"San Antonio, United States Of America",N/A
Blessd,Ryan Castro & Blessd,2024-11-20,20:00:00,Prudential Center,"Newark, United States Of America",N/A
Blessd,BLESSD w/ Ryan Castro,2024-11-03,20:00:00,Peacock Theater - LA,"Los Angeles, United States Of America",N/A
Blessd, ¡Ay Bendito Ghetto! Tour - Ryan Castro & Blessd,2024-11-20,20:00:00,Prudential Center,"Newark, United States Of America",55.0-205.0 USD
Blessd,Ryan Castro & Blessd: Ay Bendito Ghetto! Tour,2024-11-29,20:00:00,Hard Rock Live,"Hollywood, United States Of America",39.5-104.5 USD
Blessd,Ryan Castro & Blessd: Ay Bendito Ghetto! Tour,2024-11-30,20:00:00,Hard Rock Live Orlando,"Orlando, United States Of America",56.5-91.5 USD
Blessd,¡Ay Bendito Ghetto! Tour - Ryan Castro & Blessd,2024-11-10,20:00:00,Rosemont Theatre,"Rosemont, United States Of America",57.0-107.0 USD
Blessd,¡Ay Bendito Ghetto! Tour - Ryan Castro & Blessd,2024-11-07,20:00:00,Boch Center Wang Theatre,"Boston, United States Of America",57.0-177.0 USD
Blessd,¡Ay Bendito Ghetto! Tour - Ryan Castro & Blessd,2024-11-22,20:30:00,EagleBank Arena,"Fairfax, United States Of America",49.0-159.0 USD
Blessd,RYAN CASTRO & BLESSD - ¡AY BENDITO GHETTO! TOUR,2024-11-16,20:00:00,The Pavilion at Toyota Music Factory,"Irving, United States Of America",39.0-169.0 USD
Blessd,RYAN CASTRO & BLESSD - ¡AY BENDITO GHETTO! TOUR,2024-12-01,19:00:00,Gas South Arena,"Duluth, United States Of America",38.0-203.0 USD
Blessd,Ryan Castro & Blessd: ¡Ay Bendito Ghetto! Tour ,2024-11-21,20:00:00,Toyota Oakdale Theatre,"Wallingford, United States Of America",29.0-159.5 USD
Blessd,¡Ay Bendito Ghetto! Tour: Ryan Castro & Blessd ,2024-11-08,20:00:00,The Santander Arena ,"Reading, United States Of America",39.5-119.5 USD
Blessd,RYAN CASTRO & BLESSD - ¡AY BENDITO GHETTO! TOUR,2024-11-15,20:00:00,713 Music Hall,"Houston, United States Of America",45.0-99.5 USD
Blessd,Ryan Castro & Blessd Suite Guest Passes,2024-11-20,20:00:00,Prudential Center,"Newark, United States Of America",N/A
Blessd,Ryan Castro and Blessd: ¡Ay Bendito Ghetto Tour!,2024-10-31,20:00:00,San Jose Civic,"San Jose, United States Of America",49.0-179.0 USD
Blessd,Ryan Castro and Blessd: ¡Ay Bendito Ghetto Tour!,2024-11-02,20:00:00,Cal Coast Credit Union Open Air Theatre at SDSU,"San Diego, United States Of America",39.5-99.5 USD
Myles Smith,Myles Smith,2024-10-17,20:00:00,The Underground,"Charlotte, United States Of America",85.0-85.0 USD
Myles Smith,Myles Smith,2025-02-15,18:00:00,O2 Academy Leeds,"Leeds, Great Britain",17.5-17.5 GBP
Myles Smith,Myles Smith,2025-02-16,19:00:00,Manchester Academy,"Manchester, Great Britain",17.5-17.5 GBP
Myles Smith,Myles Smith,2025-02-18,19:00:00,3Olympia Theatre,"Dublin, Ireland",25.0-33.65 EUR
Myles Smith,Myles Smith,2025-02-22,18:30:00,Rock City,"Nottingham, Great Britain",17.5-17.5 GBP
Myles Smith,Myles Smith,2025-02-23,19:00:00,O2 Academy Bristol,"Bristol, Great Britain",17.5-17.5 GBP
Myles Smith,Myles Smith,2025-02-24,19:00:00,O2 Academy Birmingham,"Birmingham, Great Britain",17.5-17.5 GBP
Myles Smith,Myles Smith,2025-02-26,19:00:00,O2 Shepherds Bush Empire,"London, Great Britain",24.55-24.55 GBP
Myles Smith,Myles Smith,2025-02-28,19:00:00,O2 Shepherds Bush Empire,"London, Great Britain",24.55-24.55 GBP
Myles Smith,Myles Smith,2024-10-30,19:30:00,Fine Line Music Cafe,"Minneapolis, United States Of America",N/A
Myles Smith,Myles Smith,2024-10-19,19:00:00,A&R Music Bar,"Columbus, United States Of America",N/A
Myles Smith,Myles Smith,2024-10-16,20:00:00,Smith's Olde Bar,"Atlanta, United States Of America",N/A
Myles Smith,Myles Smith,2024-10-21,19:00:00,Stage AE,"Pittsburgh, United States Of America",N/A
Myles Smith,Myles Smith,2025-03-15,19:30:00,N/A,"Stockholm, Sweden",425.0-425.0 SEK
Myles Smith,Myles Smith,2025-03-20,18:00:00,Klub Proxima,"Warsaw, Poland",108.0-108.0 PLN
Myles Smith,Myles Smith,2025-03-24,20:00:00,N/A,"Zürich, Switzerland",N/A
Myles Smith,Myles Smith,2025-04-02,20:00:00,Showbox SODO,"Seattle, United States Of America",N/A
Myles Smith,Myles Smith,2025-04-09,20:00:00,Mission Ballroom,"Denver, United States Of America",N/A
Myles Smith,Myles Smith,2025-04-23,19:00:00,Citizens House of Blues Boston,"Boston, United States Of America",N/A
Myles Smith,Myles Smith (UK),2025-03-14,20:00:00,N/A,"København V, Denmark",285.0-285.0 DKK
Milo j,Milo J,2025-01-18,21:00:00,Palau Sant Jordi,"Barcelona, Spain",35.0-65.0 EUR
Milo j,Milo J,2025-01-19,21:00:00,WiZink Center,"Madrid, Spain",34.0-73.5 EUR
Paul McCartney,Paul McCartney,2024-11-08,21:00:00,Estadio BBVA,"Guadalupe, Mexico",450.0-12080.0 MXN
Paul McCartney,Paul McCartney,2024-11-12,21:00:00,Estadio GNP Seguros,"Cdmx, Mexico",450.0-12080.0 MXN
Paul McCartney,Paul McCartney,2024-11-14,21:00:00,Estadio GNP Seguros,"Cdmx, Mexico",450.0-12080.0 MXN
Paul McCartney,Paul McCartney,2024-12-14,18:30:00,Co-op Live,"Manchester, Great Britain",0.0-193.95 GBP
Paul McCartney,Paul McCartney,2024-12-15,18:30:00,Co-op Live,"Manchester, Great Britain",0.0-193.95 GBP
Paul McCartney,Paul McCartney,2024-12-18,18:30:00,The O2,"London, Great Britain",55.0-170.0 GBP
Paul McCartney,Paul McCartney,2024-12-19,18:30:00,The O2,"London, Great Britain",55.0-170.0 GBP
Paul McCartney,Paul McCartney - Experiencia Club,2024-11-12,21:00:00,Estadio GNP Seguros,"Cdmx, Mexico",1800.0-1800.0 MXN
Paul McCartney,Paul McCartney: GOT BACK TOUR,2024-12-09,21:00:00,WiZink Center,"Madrid, Spain",51.0-554.5 EUR
Paul McCartney,Paul McCartney: GOT BACK TOUR,2024-12-10,21:00:00,WiZink Center,"Madrid, Spain",51.0-558.5 EUR
Paul McCartney,Paul McCartney - Official VIP Ticket and Hotel Experiences,2024-12-14,19:31:00,Co-op Live,"Manchester, Great Britain",N/A
Paul McCartney,Paul McCartney - Official VIP Ticket and Hotel Experiences,2024-12-15,19:31:00,Co-op Live,"Manchester, Great Britain",N/A
Paul McCartney,Ticket2ride Paul McCartney,2024-11-12,21:00:00,Estadio GNP Seguros,"Cdmx, Mexico",265.0-265.0 MXN
Paul McCartney,Estacionamiento Paul McCartney,2024-11-12,19:00:00,Estadio GNP Seguros,"Cdmx, Mexico",350.0-350.0 MXN
Paul McCartney,Estacionamiento Paul McCartney,2024-11-14,19:00:00,Estadio GNP Seguros,"Cdmx, Mexico",350.0-350.0 MXN
Paul McCartney,Paul McCartney - Experiencia Club,2024-11-14,21:00:00,Estadio GNP Seguros,"Cdmx, Mexico",1800.0-1800.0 MXN
Paul McCartney,Paul McCartney Co-Op Backstage Club,2024-12-15,N/A,Co-op Live,"Manchester, Great Britain",39.5-39.5 GBP
Paul McCartney,Paul McCartney Co-Op Backstage Club,2024-12-14,N/A,Co-op Live,"Manchester, Great Britain",39.5-39.5 GBP
W Sound,Nowhen - Moments In Sound w/ Igwe Aka,2024-10-20,21:00:00,The Moroccan Lounge,"Los Angeles, United States Of America",18.0-18.0 USD
W Sound,Sound Bath w/ Sara Auster & Alex Falk,2024-10-28,19:00:00,N/A,"N/A, N/A",N/A-N/A USD
W Sound,Sound Tribe Sector 9 w/ Lettuce,2024-10-18,19:30:00,Radius - Chicago,"Chicago, United States Of America",N/A
W Sound,Sound Tribe Sector 9 w/ Lettuce,2024-10-19,19:30:00,Radius - Chicago,"Chicago, United States Of America",N/A
W Sound,Artikal Sound System w/ Mouse Powell,2024-10-16,20:00:00,DC9 Nightclub,"Washington DC, United States Of America",N/A
W Sound,WAH10 Birmingham | Powered by Valve Sound System w/ Sub Focus,2024-12-07,21:00:00,"Forum, Birmingham","Birmingham, Great Britain",N/A-N/A GBP
W Sound,TICKETS ADDED!! Heavenly w/ Tullycraft & Swansea Sound,2024-10-15,20:00:00,Tractor,"Seattle, United States Of America",25.0-25.0 USD
W Sound,Day of the Grateful Dead w/ Wall of Sound,2024-11-01,20:00:00,The Venice West,"Venice, United States Of America",18.76-18.76 USD
W Sound,Winona Forever - Sound Argument Album Release w/ Buddie & Kylie V,2024-10-24,20:00:00,The Fox Cabaret,"Vancouver, Canada",31.83-31.83 CAD
W Sound,"Kottonmouth Kings Tour w Rehab, Dobra Sound, Mike And The Molotov's",2024-10-24,18:00:00,The 44 Sports Grill and Nightlife,"Glendale, United States Of America",35.0-45.0 USD
W Sound,"NO TOMORROW ☻♡ October 13 w/ CHLÄR, FASTER HORSES B2B MRD, PEARSON SOUND, MANARA & NEESHA",2024-10-13,16:00:00,"Felons Barrel Hall, Howard Smith Wharves","Brisbane City, Australia",N/A
W Sound,Saturday Night in the SIDEBAR w/ THE HEAVY SOUNDS,2024-10-19,21:00:00,FITZGERALDS SIDEBAR,"Berwyn, United States Of America",0.0-0.0 USD
W Sound,HONNE: THE OUCH TOUR w/ Liang Lawrence,2024-11-25,20:00:00,The Sound,"Del Mar, United States Of America",N/A
W Sound,Daryl Hall w/ Howard Jones,2024-11-11,19:00:00,The Baycare Sound,"Clearwater, United States Of America",N/A
W Sound,Barenaked Ladies w/ Toad the Wet Sprocket,2024-10-23,19:00:00,The Sound at Coachman Park,"Clearwater, United States Of America",N/A
W Sound,Big Head Todd and the Monsters w/ special guest Bob Schneider,2024-11-21,19:30:00,The Sound,"Del Mar, United States Of America",45.0-75.0 USD
W Sound,ATLiens Live at The Torch - Ages 18+ w/ valid ID,2025-03-08,17:00:00,The Torch at LA Coliseum,"Los Angeles, United States Of America",35.0-125.0 USD
W Sound,Heavenly w/ The Umbrellas,2024-10-19,20:00:00,Rickshaw Stop,"San Francisco, United States Of America",N/A
W Sound,Heavenly w/ Neutrals,2024-10-18,20:00:00,Rickshaw Stop,"San Francisco, United States Of America",N/A
Kelly Clarkson,KELLY CLARKSON,2023-12-30,20:00:00,N/A,"N/A, N/A",N/A
Kelly Clarkson,Kelly Clarkson Premier Venue,2023-12-30,20:00:00,N/A,"N/A, N/A",N/A
Kelly Clarkson,Kelly Clarkson Preshow VIP Reception,2023-12-31,18:00:00,N/A,"N/A, N/A",N/A
Becky G,Becky G,2024-11-17,19:00:00,Petco Park,"San Diego, United States Of America",22.0-122.0 USD
Becky G,Becky G,2024-10-11,20:00:00,Byline Bank Aragon Ballroom,"Chicago, United States Of America",39.5-59.5 USD
Becky G,Becky G,2024-11-02,20:00:00,The Pavilion at Toyota Music Factory,"Irving, United States Of America",30.5-126.0 USD
Becky G,Becky G,2024-10-27,20:00:00,Arizona Financial Theatre,"Phoenix, United States Of America",46.0-86.0 USD
Becky G,Becky G,2024-10-13,19:30:00,Everwise Amphitheater at White River State Park,"Indianapolis, United States Of America",30.5-76.0 USD
Becky G,Becky G,2024-11-01,20:00:00,713 Music Hall,"Houston, United States Of America",40.5-120.5 USD
Becky G,Becky G,2024-10-20,20:00:00,Wexner Center Mershon Auditorium,"Columbus, United States Of America",40.5-126.0 USD
Becky G,Becky G,2024-10-18,20:00:00,Tabernacle,"Atlanta, United States Of America",45.5-119.0 USD
Becky G,Becky G,2024-10-19,19:00:00,The Ritz,"Raleigh, United States Of America",60.5-60.5 USD
Becky G,Becky G,2024-11-10,19:00:00,House of Blues Orlando,"Orlando, United States Of America",50.5-110.5 USD
Becky G,Becky G,2024-10-12,20:00:00,The Rave-Eagles Club,"Milwaukee, United States Of America",N/A
Becky G,Becky G,2024-10-24,20:00:00,Boeing Center at Tech Port,"San Antonio, United States Of America",N/A
Becky G,Becky G,2024-10-25,20:00:00,The Hacienda Event Center,"Midland, United States Of America",N/A
Becky G,Becky G PSS Parking,2024-10-27,20:00:00,Arizona Financial Theatre,"Phoenix, United States Of America",N/A
Becky G,Becky G - MOVED TO THE RITZ,2024-10-19,20:00:00,The Ritz,"Raleigh, United States Of America",30.5-116.0 USD
Becky G,Becky G - Casa Gomez : Otro Capitulo,2024-10-31,20:00:00,Payne Arena,"Hidalgo, United States Of America",49.99-159.99 USD
Becky G,BECKY G - CASA GOMEZ: OTRO CAPITULO 2024 TOUR,2024-11-16,20:00:00,Toyota Arena,"Ontario, United States Of America",49.0-159.0 USD
Becky G,Becky G - Casa Gomez Otro Capitulo,2024-11-21,20:00:00,SAP Center at San Jose,"San Jose, United States Of America",41.0-141.0 USD
Becky G,Verizon Access Concert Series con Becky G,2024-11-12,19:00:00,The Fillmore Miami Beach at Jackie Gleason Theater,"Miami Beach, United States Of America",N/A
