artist,name,date,time,venue,location,price_range,source_date,city,country,min_price_EUR,max_price_EUR
Angelina Mango,Angelina Mango - European Club Tour,01-11-2024,20:00:00,,"Cologne, Germany",30.0-30.0 EUR,20241011,Cologne,Germany,30.0,30.0
Angelina Mango,Angelina Mango - European Club Tour,06-11-2024,20:00:00,,"Frankfurt am Main, Germany",30.0-30.0 EUR,20241011,Frankfurt am Main,Germany,30.0,30.0
Angelina Mango,Angelina Mango - European Club Tour,11-11-2024,20:30:00,Sala Razzmatazz 2,"Barcelona, Spain",28.5-28.5 EUR,20241011,Barcelona,Spain,28.5,28.5
Angelina Mango,Angelina Mango - European Club Tour,13-11-2024,21:00:00,Sala Changó,"Madrid, Spain",27.0-27.0 EUR,20241011,Madrid,Spain,27.0,27.0
Angelina Mango,Angelina Mango - European Club Tour | Paquetes VIP,11-11-2024,20:30:00,Sala Razzmatazz 2,"Barcelona, Spain",85.0-85.0 EUR,20241011,Barcelona,Spain,85.0,85.0
Trippie Redd,Trippie Redd,07-11-2024,20:00:00,Vibrant Music Hall,"Waukee, United States Of America",30.0-59.5 USD,20241011,Waukee,United States Of America,28.5,56.52
Trippie Redd,Trippie Redd,16-11-2024,20:00:00,The Criterion,"Oklahoma City, United States Of America",,20241011,Oklahoma City,United States Of America,,
Trippie Redd,Trippie Redd,16-11-2024,20:00:00,Criterion Theater - Oklahoma City,"Oklahoma City, United States Of America",,20241011,Oklahoma City,United States Of America,,
Trippie Redd,Rolling Loud,13-12-2024,,Hard Rock Stadium,"Miami, United States Of America",,20241011,Miami,United States Of America,,
41,Sum 41,26-10-2024,18:00:00,First Direct Arena,"Leeds, Great Britain",0.0-0.0 GBP,20241011,Leeds,Great Britain,0.0,0.0
41,Sum 41,27-10-2024,18:30:00,OVO Hydro,"Glasgow, Great Britain",0.0-355.0 GBP,20241011,Glasgow,Great Britain,0.0,411.8
41,Sum 41,28-10-2024,18:30:00,Co-op Live,"Manchester, Great Britain",0.0-339.0 GBP,20241011,Manchester,Great Britain,0.0,393.24
41,Sum 41,30-10-2024,18:00:00,Motorpoint Arena Nottingham,"Nottingham, Great Britain",48.75-354.2 GBP,20241011,Nottingham,Great Britain,56.55,410.87
41,Sum 41,31-10-2024,18:00:00,"OVO Arena, Wembley","London, Great Britain",53.4-359.75 GBP,20241011,London,Great Britain,61.94,417.31
41,Sum 41,02-11-2024,18:30:00,Utilita Arena Cardiff,"Cardiff, Great Britain",0.0-339.0 GBP,20241011,Cardiff,Great Britain,0.0,393.24
41,Sum 41,23-10-2024,18:30:00,ING ARENA,"Brussels, Belgium",45.0-135.0 EUR,20241011,Brussels,Belgium,45.0,135.0
41,SUM 41,10-11-2024,19:00:00,O2 Arena,"Praha 9, Czech Republic",1290.0-3350.0 CZK,20241011,Praha 9,Czech Republic,51.6,134.0
41,Sum 41,10-01-2025,18:50:00,Save-On-Foods Memorial Centre,"Victoria, Canada",,20241011,Victoria,Canada,,
41,SUM 41,11-01-2025,18:50:00,ROGERS ARENA,"Vancouver, Can",,20241011,Vancouver,Can,,
41,Sum 41,13-01-2025,18:50:00,Prospera Place,"Kelowna, Canada",,20241011,Kelowna,Canada,,
41,Sum 41,16-01-2025,19:00:00,Scotiabank Saddledome Suites,"N/A, N/A",,20241011,N/A,N/A,,
41,Ticketmaster Event 41,10-11-2024,20:00:00,,"N/A, N/A",,20241011,N/A,N/A,,
41,Suites: Sum 41,24-01-2025,18:50:00,Canadian Tire Centre,"Ottawa, Can",,20241011,Ottawa,Can,,
41,Sum 41 - Surplus,25-01-2025,18:50:00,Place Bell,"Laval, Can",,20241011,Laval,Can,,
41,Banc - Sum 41,25-01-2025,18:50:00,Place Bell,"Laval, Can",,20241011,Laval,Can,,
41,"Glorilla, Bossman Dlow and 41",18-10-2024,20:00:00,Amica Mutual Pavilion,"Providence, United States Of America",45.0-139.0 USD,20241011,Providence,United States Of America,42.75,132.05
41,Sum 41 - Official Platinum,10-01-2025,18:50:00,Save-On-Foods Memorial Centre,"Victoria, Canada",75.0-75.0 CAD,20241011,Victoria,Canada,51.75,51.75
41,Sum 41 - Official Platinum,13-01-2025,18:50:00,Prospera Place,"Kelowna, Canada",75.0-75.0 CAD,20241011,Kelowna,Canada,51.75,51.75
41,The Offspin + Some 41,22-02-2025,18:00:00,New Cross Inn,"London, Great Britain",,20241011,London,Great Britain,,
d4vd,SZA - SOS Tour,05-12-2025,20:00:00,Scotiabank Arena,"Toronto, Canada",49.5-259.5 CAD,20241011,Toronto,Canada,34.15,179.05
Ralphie Choo,Ralphie Choo,24-11-2024,18:30:00,The Moroccan Lounge,"Los Angeles, United States Of America",15.0-15.0 USD,20241011,Los Angeles,United States Of America,14.25,14.25
Guè,Live At the Exchange1856 - Donny McCaslin & Band Plus Very Special Gue,26-10-2024,19:30:00,The Exchange 1856,"North Shields , Great Britain",,20241011,North Shields,Great Britain,,
Walls,Tent Walls,16-11-2024,20:00:00,Tailgating,"Grand Forks, United States Of America",,20241011,Grand Forks,United States Of America,,
Walls,Walls of Dada,12-10-2024,19:00:00,Bodega Social,"Nottingham, Great Britain",,20241011,Nottingham,Great Britain,,
Walls,Walls of Jericho,24-10-2024,19:00:00,The Machine Shop - MI,"Flint, United States Of America",,20241011,Flint,United States Of America,,
Walls,Redwood Christian Ministries Presents: Beyond the Walls,02-11-2024,18:00:00,House of Blues Cleveland,"Cleveland, United States Of America",30.0-30.0 USD,20241011,Cleveland,United States Of America,28.5,28.5
Walls,Pork Pie : Bouncin' Off the Walls 2024 Tour,08-11-2024,18:30:00,The Limelight 2,"Belfast, Great Britain",22.5-22.5 GBP,20241011,Belfast,Great Britain,26.1,26.1
Walls,"Eighteen Visions, Walls of Jericho, GhostxShip, Soft Touch Mechanism",27-10-2024,18:00:00,Middle East - Downstairs,"Cambridge, United States Of America",20.0-20.0 USD,20241011,Cambridge,United States Of America,19.0,19.0
Walls,The Wall,27-05-2025,17:00:00,Stadsschouwburg Antwerpen,"Antwerp, Belgium",34.82-70.54 EUR,20241011,Antwerp,Belgium,34.82,70.54
Walls,Colter Wall and Friends,11-10-2024,19:30:00,FirstBank Amphitheater,"Franklin, United States Of America",39.5-99.5 USD,20241011,Franklin,United States Of America,37.52,94.52
Walls,The Wall In Concert,14-04-2025,17:00:00,Harris Theater,"Chicago, United States Of America",59.99-99.99 USD,20241011,Chicago,United States Of America,56.99,94.99
Walls,The Wall In Concert,04-05-2025,17:00:00,Alex Theatre,"Glendale, United States Of America",31.2-84.2 USD,20241011,Glendale,United States Of America,29.64,79.99
Walls,Colter Wall,11-10-2024,19:30:00,FirstBank Amphitheater,"Franklin, United States Of America",,20241011,Franklin,United States Of America,,
Walls,Colter Wall,21-12-2024,20:00:00,Texas Trust CU Theatre,"Grand Prairie, United States Of America",,20241011,Grand Prairie,United States Of America,,
Walls,Colter Wall and Friends,13-12-2024,19:30:00,Coca-Cola Roxy,"Atlanta, United States Of America",53.5-103.5 USD,20241011,Atlanta,United States Of America,50.82,98.32
Walls,Colter Wall and Friends,14-12-2024,19:30:00,Harrah's Cherokee Resort Event Center,"Cherokee, United States Of America",49.5-89.5 USD,20241011,Cherokee,United States Of America,47.02,85.02
Walls,Colter Wall & Friends,08-12-2024,20:00:00,Dolby Live,"Las Vegas, United States Of America",50.46-229.31 USD,20241011,Las Vegas,United States Of America,47.94,217.84
Walls,Colter Wall and Friends,12-12-2024,19:30:00,Township Auditorium,"Columbia, United States Of America",47.5-97.5 USD,20241011,Columbia,United States Of America,45.12,92.62
Walls,Colter Wall and Friends,16-12-2024,19:30:00,Saenger Theatre Mobile,"Mobile, United States Of America",45.5-95.5 USD,20241011,Mobile,United States Of America,43.23,90.72
Walls,Colter Wall and Friends,20-12-2024,19:30:00,Shreveport Municipal Memorial Auditorium,"Shreveport, United States Of America",35.5-95.5 USD,20241011,Shreveport,United States Of America,33.73,90.72
Walls,Colter Wall and Friends,17-12-2024,19:30:00,Montgomery Performing Arts Centre,"Montgomery, United States Of America",46.5-96.5 USD,20241011,Montgomery,United States Of America,44.17,91.67
Phoenix,Orlando Magic v Phoenix Suns,08-12-2024,18:30:00,Kia Center,"Orlando, United States Of America",36.0-2307.5 USD,20241011,Orlando,United States Of America,34.2,2192.12
Phoenix,SACRAMENTO KINGS VS. PHOENIX SUNS,13-11-2024,19:00:00,Golden 1 Center,"Sacramento, United States Of America",39.0-3650.0 USD,20241011,Sacramento,United States Of America,37.05,3467.5
Phoenix,Miami Heat vs. Phoenix Suns,07-12-2024,20:00:00,Kaseya Center,"Miami, United States Of America",45.0-850.0 USD,20241011,Miami,United States Of America,42.75,807.5
Phoenix,Phoenix Suns vs. Sacramento Kings,10-11-2024,18:00:00,Footprint Center,"Phoenix, United States Of America",37.0-3400.0 USD,20241011,Phoenix,United States Of America,35.15,3230.0
Phoenix,Phoenix Suns vs. Miami Heat,06-11-2024,19:00:00,Footprint Center,"Phoenix, United States Of America",29.0-3400.0 USD,20241011,Phoenix,United States Of America,27.55,3230.0
Phoenix,Indiana Pacers vs. Phoenix Suns,04-01-2025,19:00:00,Gainbridge Fieldhouse,"Indianapolis, United States Of America",38.0-943.0 USD,20241011,Indianapolis,United States Of America,36.1,895.85
Phoenix,Phoenix Suns vs. Memphis Grizzlies,31-12-2024,19:00:00,Footprint Center,"Phoenix, United States Of America",37.0-3400.0 USD,20241011,Phoenix,United States Of America,35.15,3230.0
Phoenix,Charlotte Hornets vs. Phoenix Suns,07-01-2025,19:00:00,Spectrum Center ,"Charlotte, United States Of America",18.5-725.0 USD,20241011,Charlotte,United States Of America,17.57,688.75
Phoenix,San Antonio Spurs vs Phoenix Suns,20-02-2025,20:30:00,Moody Center ATX,"Austin, United States Of America",115.0-2371.0 USD,20241011,Austin,United States Of America,109.25,2252.45
Phoenix,Phoenix Suns vs. Brooklyn Nets,27-11-2024,19:00:00,Footprint Center,"Phoenix, United States Of America",33.0-3400.0 USD,20241011,Phoenix,United States Of America,31.35,3230.0
Phoenix,Brooklyn Nets v. Phoenix Suns,22-01-2025,19:30:00,Barclays Center,"Brooklyn, United States Of America",53.0-5400.0 USD,20241011,Brooklyn,United States Of America,50.35,5130.0
Phoenix,Phoenix Suns vs. Orlando Magic,18-11-2024,19:00:00,Footprint Center,"Phoenix, United States Of America",28.0-3400.0 USD,20241011,Phoenix,United States Of America,26.6,3230.0
Phoenix,Phoenix Suns vs. Utah Jazz,11-01-2025,15:00:00,Footprint Center,"Phoenix, United States Of America",37.0-3400.0 USD,20241011,Phoenix,United States Of America,35.15,3230.0
Phoenix,Phoenix Suns vs. Minnesota Timberwolves,29-01-2025,19:00:00,Footprint Center,"Phoenix, United States Of America",37.0-3400.0 USD,20241011,Phoenix,United States Of America,35.15,3230.0
Phoenix,Phoenix Suns vs. Indiana Pacers,19-12-2024,19:00:00,Footprint Center,"Phoenix, United States Of America",37.0-3400.0 USD,20241011,Phoenix,United States Of America,35.15,3230.0
Phoenix,SACRAMENTO KINGS VS. PHOENIX SUNS,13-04-2025,12:30:00,Golden 1 Center,"Sacramento, United States Of America",40.0-4000.0 USD,20241011,Sacramento,United States Of America,38.0,3800.0
Phoenix,Atlanta Hawks vs Phoenix Suns,14-01-2025,19:30:00,State Farm Arena,"Atlanta, United States Of America",38.0-899.0 USD,20241011,Atlanta,United States Of America,36.1,854.05
Phoenix,Phoenix Suns vs. Milwaukee Bucks,24-03-2025,19:00:00,Footprint Center,"Phoenix, United States Of America",77.0-5000.0 USD,20241011,Phoenix,United States Of America,73.15,4750.0
Phoenix,Phoenix Suns vs. Minnesota Timberwolves,02-03-2025,19:30:00,Footprint Center,"Phoenix, United States Of America",77.0-5000.0 USD,20241011,Phoenix,United States Of America,73.15,4750.0
Phoenix,Phoenix Suns vs. Charlotte Hornets,12-01-2025,19:00:00,Footprint Center,"Phoenix, United States Of America",37.0-3400.0 USD,20241011,Phoenix,United States Of America,35.15,3230.0
Fridayy,Buju Banton - The Overcomer Tour,17-11-2024,20:00:00,Barclays Center,"Brooklyn, United States Of America",79.5-249.5 USD,20241011,Brooklyn,United States Of America,75.52,237.02
Fridayy,Buju Banton: The Overcomer Tour,13-10-2024,20:00:00,Scotiabank Arena,"Toronto, Canada",60.75-305.25 CAD,20241011,Toronto,Canada,41.92,210.62
Fridayy,Just A Little Homecoming Weekend - Saturday,19-10-2024,19:30:00,MVP Arena,"Albany, United States Of America",35.0-125.0 USD,20241011,Albany,United States Of America,33.25,118.75
Fridayy,Just A Little Homecoming Weekend - Ultimate Experience 2 Day Package,18-10-2024,,MVP Arena,"Albany, United States Of America",70.0-247.5 USD,20241011,Albany,United States Of America,66.5,235.12
Fridayy,WIRELESS FESTIVAL MIDDLE EAST,23-11-2024,,"Etihad Park, Yas Drive","Abu Dhabi, United Arab Emirates",258.75-2750.0 AED,20241011,Abu Dhabi,United Arab Emirates,67.28,715.0
Fridayy,ONE MusicFest,26-10-2024,,PIEDMONT PARK,"Atlanta, United States Of America",,20241011,Atlanta,United States Of America,,
Fridayy,Rolling Loud,13-12-2024,,Hard Rock Stadium,"Miami, United States Of America",,20241011,Miami,United States Of America,,
D-Event,Wendy D Event,15-12-2024,20:00:00,,"N/A, N/A",,20241011,N/A,N/A,,
Daft Punk,Daft Punk Night,07-12-2024,21:00:00,The District,"Spokane, United States Of America",15.0-15.0 USD,20241011,Spokane,United States Of America,14.25,14.25
Daft Punk,Thanksgiving Eve Daft Punk Night,27-11-2024,22:00:00,Thundercat Lounge,"Phoenix, United States Of America",15.0-150.0 USD,20241011,Phoenix,United States Of America,14.25,142.5
Hombres G,Besame Mucho,21-12-2024,11:00:00,Dodger Stadium,"Los Angeles, United States Of America",,20241011,Los Angeles,United States Of America,,
Lennox,Lennox Lewis,08-11-2024,20:00:00,Sheffield City Hall Oval Hall,"Sheffield, Great Britain",0.0-52.95 GBP,20241011,Sheffield,Great Britain,0.0,61.42
Lennox,Femme It Forward Presents - Ari Lennox,19-10-2024,19:30:00,YouTube Theater,"Inglewood, United States Of America",29.5-149.5 USD,20241011,Inglewood,United States Of America,28.02,142.03
Lennox,Khaya + Louis Oliver + Freddie Lennox ( Acoustic ),05-11-2024,20:00:00,The Troubadour,"London, Great Britain",,20241011,London,Great Britain,,
Lennox,ONE MusicFest,26-10-2024,,PIEDMONT PARK,"Atlanta, United States Of America",,20241011,Atlanta,United States Of America,,
Luis R Conriquez,Luis R Conriquez,20-10-2024,20:00:00,Rosemont Theatre,"Rosemont, United States Of America",59.0-325.0 USD,20241011,Rosemont,United States Of America,56.05,308.75
Luis R Conriquez,Luis R Conriquez,15-11-2024,20:00:00,Payne Arena,"Hidalgo, United States Of America",69.0-150.0 USD,20241011,Hidalgo,United States Of America,65.55,142.5
Luis R Conriquez,Luis R Conriquez,15-02-2025,20:00:00,Kia Forum,"Inglewood, United States Of America",66.5-186.5 USD,20241011,Inglewood,United States Of America,63.17,177.17
Luis R Conriquez,Luis R Conriquez Trakas Tour,25-10-2024,20:00:00,Desert Diamond Arena,"Glendale, United States Of America",50.0-150.0 USD,20241011,Glendale,United States Of America,47.5,142.5
Luis R Conriquez,Luis R Conriquez,18-10-2024,20:30:00,Atlanta Coliseum,"Duluth, United States Of America",,20241011,Duluth,United States Of America,,
Luis R Conriquez,Luis R Conriquez,16-11-2024,20:00:00,Liberty First Credit Union Arena,"Ralston, United States Of America",,20241011,Ralston,United States Of America,,
Luis R Conriquez,Luis R Conriquez  Suite,25-10-2024,20:00:00,Desert Diamond Arena,"Glendale, United States Of America",,20241011,Glendale,United States Of America,,
Luis R Conriquez,Luis R Conriquez: Trakas Tour en Maplewood,17-11-2024,20:00:00,Aldrich Arena,"Maplewood, United States Of America",70.0-600.0 USD,20241011,Maplewood,United States Of America,66.5,570.0
Luis R Conriquez,Don't Fall In Love Fest,02-11-2024,12:00:00,NOS Events Center,"San Bernardino, United States Of America",,20241011,San Bernardino,United States Of America,,
Cyndi Lauper,Cyndi Lauper,18-10-2024,20:00:00,Bell Centre,"MontrÃ©al, N/A",,20241011,MontrÃ©al,N/A,,
Cyndi Lauper,Cyndi Lauper,20-10-2024,20:00:00,General Use,"N/A, N/A",,20241011,N/A,N/A,,
Cyndi Lauper,Cyndi Lauper,24-10-2024,20:00:00,Fox Theatre,"Detroit, United States Of America",,20241011,Detroit,United States Of America,,
Cyndi Lauper,Cyndi Lauper,30-10-2024,20:00:00,MSG Suites,"New York, United States Of America",,20241011,New York,United States Of America,,
Cyndi Lauper,CYNDI LAUPER,01-11-2024,20:00:00,Bridgestone Arena,"Nashville, United States Of America",,20241011,Nashville,United States Of America,,
Cyndi Lauper,Cyndi Lauper,03-11-2024,20:00:00,Schottenstein Center,"Columbus, United States Of America",,20241011,Columbus,United States Of America,,
Cyndi Lauper,Cyndi Lauper,06-11-2024,20:00:00,Amalie Arena,"Tampa, United States Of America",,20241011,Tampa,United States Of America,,
Cyndi Lauper,Cyndi Lauper,06-11-2024,20:00:00,Amalie Arena,"N/A, N/A",,20241011,N/A,N/A,,
Cyndi Lauper,CYNDI LAUPER,10-11-2024,20:00:00,State Farm Arena,"N/A, N/A",,20241011,N/A,N/A,,
Cyndi Lauper,Cyndi Lauper,23-11-2024,20:00:00,Intuit Dome,"Inglewood, United States Of America",,20241011,Inglewood,United States Of America,,
Cyndi Lauper,Cyndi Lauper,24-11-2024,20:00:00,Acrisure Arena,"Palm Desert, United States Of America",,20241011,Palm Desert,United States Of America,,
Cyndi Lauper,Cyndi Lauper,26-11-2024,20:00:00,Chase Center,"San Francisco, United States Of America",,20241011,San Francisco,United States Of America,,
Cyndi Lauper,Cyndi Lauper,30-11-2024,20:00:00,Moda Center,"Portland, United States Of America",,20241011,Portland,United States Of America,,
Cyndi Lauper,Cyndi Lauper,01-12-2024,20:00:00,Climate Pledge Arena,"Seattle, United States Of America",,20241011,Seattle,United States Of America,,
Cyndi Lauper,Hostess Cyndi Lauper,18-10-2024,20:00:00,Bell Centre,"MontrÃ©al, N/A",,20241011,MontrÃ©al,N/A,,
Crowded House,Crowded House,11-10-2024,18:30:00,The O2,"London, Great Britain",35.0-75.0 GBP,20241011,London,Great Britain,40.6,87.0
Crowded House,Crowded House,14-10-2024,18:30:00,3Arena,"Dublin, Ireland",46.35-90.8 EUR,20241011,Dublin,Ireland,46.35,90.8
Crowded House,Crowded House,16-10-2024,18:30:00,Bournemouth International Centre,"Bournemouth, Great Britain",58.2-86.35 GBP,20241011,Bournemouth,Great Britain,67.51,100.17
Crowded House,Crowded House,17-10-2024,18:00:00,Utilita Arena Birmingham,"Birmingham, Great Britain",,20241011,Birmingham,Great Britain,,
Crowded House,Crowded House,19-10-2024,20:00:00,Cirque Royal - Koninklijk Circus,"Brussels, Belgium",56.68-63.22 EUR,20241011,Brussels,Belgium,56.68,63.22
Crowded House,Crowded House - Gravity Stairs Tour,12-10-2024,18:30:00,The Brighton Centre,"Brighton, Great Britain",0.0-86.5 GBP,20241011,Brighton,Great Britain,0.0,100.34
Crowded House,Crowded House - Gravity Stairs Tour,09-11-2024,19:00:00,TSB Arena,"Wellington, New Zealand",122.24-489.26 NZD,20241011,Wellington,New Zealand,69.68,278.88
Crowded House,Crowded House - Gravity Stairs Tour,12-11-2024,19:00:00,Dunedin Town Hall,"Dunedin, New Zealand",122.24-489.56 NZD,20241011,Dunedin,New Zealand,69.68,279.05
Crowded House,Crowded House - Gravity Stairs Tour,23-11-2024,19:00:00,Spark Arena,"Auckland, New Zealand",127.19-494.87 NZD,20241011,Auckland,New Zealand,72.5,282.08
Crowded House,Crowded House - Gravity Stairs Tour,29-11-2024,17:30:00,Kings Park,"West Perth, Australia",0.0-350.4 AUD,20241011,West Perth,Australia,0.0,210.24
Crowded House,Crowded House - Gravity Stairs Tour,30-11-2024,17:30:00,Kings Park,"West Perth, Australia",0.0-350.4 AUD,20241011,West Perth,Australia,0.0,210.24
