artist,name,date,time,venue,location,price_range,source_date,city,country,min_price_EUR,max_price_EUR
Jul,Imagine Dragons: LOOM World Tour 2025,26-07-2025,17:00:00,Tottenham Hotspur Stadium,"London, Great Britain",50.0-5830.0 GBP,20241011,London,Great Britain,58.0,6762.8
Jul,Shania Twain,15-07-2025,20:00:00,The Theatre at Great Canadian Casino Resort Toronto,"Toronto, Canada",95.0-375.5 CAD,20241011,Toronto,Canada,65.55,259.09
Jul,Shania Twain,16-07-2025,20:00:00,The Theatre at Great Canadian Casino Resort Toronto,"Toronto, Canada",95.0-375.5 CAD,20241011,Toronto,Canada,65.55,259.09
Jul,Imagine Dragons: LOOM World Tour,16-07-2025,18:45:00,Volksparkstadion,"Hamburg, Germany",7.05-259.0 EUR,20241011,Hamburg,Germany,7.05,259.0
Jul,Imagine Dragons: LOOM World Tour,21-07-2025,18:45:00,,"Frankfurt am Main, Germany",9.5-285.0 EUR,20241011,Frankfurt am Main,Germany,9.5,285.0
Jul,New York Yankees vs. Philadelphia Phillies,26-07-2025,,Yankee Stadium,"Bronx, United States Of America",35.0-425.0 USD,20241011,Bronx,United States Of America,33.25,403.75
Jul,New York Yankees vs. Philadelphia Phillies,25-07-2025,19:05:00,Yankee Stadium,"Bronx, United States Of America",30.0-410.0 USD,20241011,Bronx,United States Of America,28.5,389.5
Jul,New York Yankees vs. Philadelphia Phillies,27-07-2025,,Yankee Stadium,"Bronx, United States Of America",30.0-410.0 USD,20241011,Bronx,United States Of America,28.5,389.5
Jul,New York Yankees vs. Chicago Cubs,13-07-2025,,Yankee Stadium,"Bronx, United States Of America",35.0-410.0 USD,20241011,Bronx,United States Of America,33.25,389.5
Jul,New York Yankees vs. Chicago Cubs,11-07-2025,19:05:00,Yankee Stadium,"Bronx, United States Of America",30.0-410.0 USD,20241011,Bronx,United States Of America,28.5,389.5
Jul,New York Yankees vs. Seattle Mariners,10-07-2025,19:05:00,Yankee Stadium,"Bronx, United States Of America",10.0-410.0 USD,20241011,Bronx,United States Of America,9.5,389.5
Jul,New York Yankees vs. Chicago Cubs,12-07-2025,,Yankee Stadium,"Bronx, United States Of America",35.0-410.0 USD,20241011,Bronx,United States Of America,33.25,389.5
Key-Key,Kristin Key,12-12-2024,19:30:00,Houston Improv,"Houston, United States Of America",,20241011,Houston,United States Of America,,
Key-Key,Kristin Key: Lesbian Army Tour,12-04-2025,19:00:00,Leicester Square Theatre,"London, Great Britain",29.5-29.5 GBP,20241011,London,Great Britain,34.22,34.22
Key-Key,Alison Moyet - KEY Live 2025,21-05-2025,19:00:00," Great Hall, Auckland Town Hall","Auckland, New Zealand",132.43-163.02 NZD,20241011,Auckland,New Zealand,75.49,92.92
Key-Key,Alison Moyet - KEY Live 2025,24-05-2025,19:00:00,Michael Fowler Centre,"Wellington, New Zealand",132.43-163.02 NZD,20241011,Wellington,New Zealand,75.49,92.92
Key-Key,Marie Key,11-10-2024,20:00:00,,"København K, Denmark",395.0-395.0 DKK,20241011,København K,Denmark,51.35,51.35
Key-Key,Marie Key,12-10-2024,20:00:00,,"København K, Denmark",395.0-395.0 DKK,20241011,København K,Denmark,51.35,51.35
Key-Key,Marie Key,23-10-2024,20:00:00,,"København K, Denmark",395.0-395.0 DKK,20241011,København K,Denmark,51.35,51.35
Key-Key,Marie Key,24-10-2024,20:00:00,,"København K, Denmark",395.0-395.0 DKK,20241011,København K,Denmark,51.35,51.35
Key-Key,Kristin Key,17-11-2024,18:00:00,Huntsville Levity Live,"Huntsville, United States Of America",30.0-30.0 USD,20241011,Huntsville,United States Of America,28.5,28.5
Key-Key,Kristin Key,11-12-2024,19:30:00,Addison Improv,"Addison, United States Of America",30.0-240.0 USD,20241011,Addison,United States Of America,28.5,228.0
Key-Key,Kristin Key,12-12-2024,19:30:00,Improv Comedy Club- Houston,"Houston, United States Of America",,20241011,Houston,United States Of America,,
Key-Key,BGCC: Kristen Key with Rudy Pavich,04-11-2024,20:00:00,Brad Garrett Comedy Club at MGM Grand Hotel and Casino,"Las Vegas, United States Of America",67.46-87.46 USD,20241011,Las Vegas,United States Of America,64.09,83.09
Key-Key,BGCC: Kristen Key with Rudy Pavich,05-11-2024,20:00:00,Brad Garrett Comedy Club at MGM Grand Hotel and Casino,"Las Vegas, United States Of America",67.46-87.46 USD,20241011,Las Vegas,United States Of America,64.09,83.09
Key-Key,BGCC: Kristen Key with Rudy Pavich,10-11-2024,20:00:00,Brad Garrett Comedy Club at MGM Grand Hotel and Casino,"Las Vegas, United States Of America",67.46-87.46 USD,20241011,Las Vegas,United States Of America,64.09,83.09
Key-Key,Songs In the Key of Motown,25-10-2024,19:30:00,The Palms at Crown,"Southbank , Australia",79.9-85.9 AUD,20241011,Southbank,Australia,47.94,51.54
Key-Key,BGCC: Kristen Key with Rudy Pavich,09-11-2024,20:00:00,Brad Garrett Comedy Club at MGM Grand Hotel and Casino,"Las Vegas, United States Of America",67.46-87.46 USD,20241011,Las Vegas,United States Of America,64.09,83.09
Key-Key,Songs In the Key of Motown,15-11-2024,20:00:00,Norwood Concert Hall,"Norwood , Australia",39.5-68.28 AUD,20241011,Norwood,Australia,23.7,40.97
Key-Key,Foundation Member Key,31-10-2024,20:00:00,-,"N/A, N/A",,20241011,N/A,N/A,,
Key-Key,HatN: Marie Key,09-11-2024,17:00:00,LOKATION: Heartland at noma,"København K, Denmark",585.0-585.0 DKK,20241011,København K,Denmark,76.05,76.05
Key-Key,HatN: Marie Key,10-11-2024,17:00:00,LOKATION: Heartland at noma,"København K, Denmark",585.0-585.0 DKK,20241011,København K,Denmark,76.05,76.05
Peso Pluma,Peso Pluma: Exodo Tour,13-10-2024,20:00:00,First Horizon Coliseum,"Greensboro, United States Of America",37.5-197.5 USD,20241011,Greensboro,United States Of America,35.62,187.62
Peso Pluma,Peso Pluma: Exodo Tour,16-10-2024,20:30:00,Amalie Arena,"Tampa, United States Of America",35.75-245.75 USD,20241011,Tampa,United States Of America,33.96,233.46
Peso Pluma,Peso Pluma: Exodo Tour,11-10-2024,20:00:00,Mohegan Sun Arena,"Uncasville, United States Of America",59.5-349.5 USD,20241011,Uncasville,United States Of America,56.52,332.02
Peso Pluma,PESO PLUMA,12-10-2024,20:00:00,Mohegan Sun Arena,"Uncasville, United States Of America",,20241011,Uncasville,United States Of America,,
Peso Pluma,PESO PLUMA,11-10-2024,20:00:00,Mohegan Sun Arena,"Uncasville, United States Of America",,20241011,Uncasville,United States Of America,,
Peso Pluma,Peso Pluma,13-10-2024,20:00:00,First Horizon Coliseum,"Greensboro, United States Of America",,20241011,Greensboro,United States Of America,,
Peso Pluma,Peso Pluma,16-10-2024,20:30:00,Amalie Arena,"N/A, N/A",,20241011,N/A,N/A,,
Peso Pluma,Peso Pluma,16-10-2024,20:00:00,Amalie Arena,"Tampa, United States Of America",,20241011,Tampa,United States Of America,,
Peso Pluma,Peso Pluma,17-10-2024,20:30:00,Kaseya Center,"Miami, United States Of America",,20241011,Miami,United States Of America,,
Peso Pluma,Peso Pluma: Exodo Tour,17-10-2024,20:30:00,Kaseya Center,"Miami, United States Of America",24.75-194.75 USD,20241011,Miami,United States Of America,23.51,185.01
Peso Pluma,Guest Pass - Peso Pluma,17-10-2024,20:30:00,General Admission,"Miami, United States Of America",,20241011,Miami,United States Of America,,
Miley Cyrus,Best of Both Worlds Hannah Montana Night,15-11-2024,21:00:00,Steelhouse Omaha,"Omaha, United States Of America",16.0-27.0 USD,20241011,Omaha,United States Of America,15.2,25.65
Miley Cyrus,Best of Both Worlds: Hannah Montana Night,18-10-2024,20:30:00,August Hall,"San Francisco, United States Of America",,20241011,San Francisco,United States Of America,,
Miley Cyrus,Bop to the Top Presents Best of Both Worlds Hannah Montana Night,16-11-2024,20:30:00,Emo's Austin,"Austin, United States Of America",15.0-19.0 USD,20241011,Austin,United States Of America,14.25,18.05
Miley Cyrus,Bop to the Top Presents Best of Both Worlds Hannah Montana Night,25-10-2024,21:00:00,Vibrant Music Hall,"Waukee, United States Of America",18.0-30.0 USD,20241011,Waukee,United States Of America,17.1,28.5
Miley Cyrus,Bop to the Top Presents Best of Both Worlds Hannah Montana Night,26-10-2024,20:30:00,House of Blues New Orleans ,"New Orleans, United States Of America",18.0-40.0 USD,20241011,New Orleans,United States Of America,17.1,38.0
Blessd,BLESSD,17-11-2024,19:00:00,Boeing Center at Tech Port,"San Antonio, United States Of America",,20241011,San Antonio,United States Of America,,
Blessd,Ryan Castro & Blessd,20-11-2024,20:00:00,Prudential Center,"Newark, United States Of America",,20241011,Newark,United States Of America,,
Blessd,BLESSD w/ Ryan Castro,03-11-2024,20:00:00,Peacock Theater - LA,"Los Angeles, United States Of America",,20241011,Los Angeles,United States Of America,,
Blessd, ¡Ay Bendito Ghetto! Tour - Ryan Castro & Blessd,20-11-2024,20:00:00,Prudential Center,"Newark, United States Of America",55.0-205.0 USD,20241011,Newark,United States Of America,52.25,194.75
Blessd,Ryan Castro & Blessd: Ay Bendito Ghetto! Tour,29-11-2024,20:00:00,Hard Rock Live,"Hollywood, United States Of America",39.5-104.5 USD,20241011,Hollywood,United States Of America,37.52,99.27
Blessd,Ryan Castro & Blessd: Ay Bendito Ghetto! Tour,30-11-2024,20:00:00,Hard Rock Live Orlando,"Orlando, United States Of America",56.5-91.5 USD,20241011,Orlando,United States Of America,53.67,86.92
Blessd,¡Ay Bendito Ghetto! Tour - Ryan Castro & Blessd,10-11-2024,20:00:00,Rosemont Theatre,"Rosemont, United States Of America",57.0-107.0 USD,20241011,Rosemont,United States Of America,54.15,101.65
Blessd,¡Ay Bendito Ghetto! Tour - Ryan Castro & Blessd,07-11-2024,20:00:00,Boch Center Wang Theatre,"Boston, United States Of America",57.0-177.0 USD,20241011,Boston,United States Of America,54.15,168.15
Blessd,¡Ay Bendito Ghetto! Tour - Ryan Castro & Blessd,22-11-2024,20:30:00,EagleBank Arena,"Fairfax, United States Of America",49.0-159.0 USD,20241011,Fairfax,United States Of America,46.55,151.05
Blessd,RYAN CASTRO & BLESSD - ¡AY BENDITO GHETTO! TOUR,16-11-2024,20:00:00,The Pavilion at Toyota Music Factory,"Irving, United States Of America",39.0-169.0 USD,20241011,Irving,United States Of America,37.05,160.55
Blessd,RYAN CASTRO & BLESSD - ¡AY BENDITO GHETTO! TOUR,01-12-2024,19:00:00,Gas South Arena,"Duluth, United States Of America",38.0-203.0 USD,20241011,Duluth,United States Of America,36.1,192.85
Blessd,Ryan Castro & Blessd: ¡Ay Bendito Ghetto! Tour ,21-11-2024,20:00:00,Toyota Oakdale Theatre,"Wallingford, United States Of America",29.0-159.5 USD,20241011,Wallingford,United States Of America,27.55,151.53
Blessd,¡Ay Bendito Ghetto! Tour: Ryan Castro & Blessd ,08-11-2024,20:00:00,The Santander Arena ,"Reading, United States Of America",39.5-119.5 USD,20241011,Reading,United States Of America,37.52,113.52
Blessd,RYAN CASTRO & BLESSD - ¡AY BENDITO GHETTO! TOUR,15-11-2024,20:00:00,713 Music Hall,"Houston, United States Of America",45.0-99.5 USD,20241011,Houston,United States Of America,42.75,94.52
Blessd,Ryan Castro & Blessd Suite Guest Passes,20-11-2024,20:00:00,Prudential Center,"Newark, United States Of America",,20241011,Newark,United States Of America,,
Blessd,Ryan Castro and Blessd: ¡Ay Bendito Ghetto Tour!,31-10-2024,20:00:00,San Jose Civic,"San Jose, United States Of America",49.0-179.0 USD,20241011,San Jose,United States Of America,46.55,170.05
Blessd,Ryan Castro and Blessd: ¡Ay Bendito Ghetto Tour!,02-11-2024,20:00:00,Cal Coast Credit Union Open Air Theatre at SDSU,"San Diego, United States Of America",39.5-99.5 USD,20241011,San Diego,United States Of America,37.52,94.52
Myles Smith,Myles Smith,17-10-2024,20:00:00,The Underground,"Charlotte, United States Of America",85.0-85.0 USD,20241011,Charlotte,United States Of America,80.75,80.75
Myles Smith,Myles Smith,15-02-2025,18:00:00,O2 Academy Leeds,"Leeds, Great Britain",17.5-17.5 GBP,20241011,Leeds,Great Britain,20.3,20.3
Myles Smith,Myles Smith,16-02-2025,19:00:00,Manchester Academy,"Manchester, Great Britain",17.5-17.5 GBP,20241011,Manchester,Great Britain,20.3,20.3
Myles Smith,Myles Smith,18-02-2025,19:00:00,3Olympia Theatre,"Dublin, Ireland",25.0-33.65 EUR,20241011,Dublin,Ireland,25.0,33.65
Myles Smith,Myles Smith,22-02-2025,18:30:00,Rock City,"Nottingham, Great Britain",17.5-17.5 GBP,20241011,Nottingham,Great Britain,20.3,20.3
Myles Smith,Myles Smith,23-02-2025,19:00:00,O2 Academy Bristol,"Bristol, Great Britain",17.5-17.5 GBP,20241011,Bristol,Great Britain,20.3,20.3
Myles Smith,Myles Smith,24-02-2025,19:00:00,O2 Academy Birmingham,"Birmingham, Great Britain",17.5-17.5 GBP,20241011,Birmingham,Great Britain,20.3,20.3
Myles Smith,Myles Smith,26-02-2025,19:00:00,O2 Shepherds Bush Empire,"London, Great Britain",24.55-24.55 GBP,20241011,London,Great Britain,28.48,28.48
Myles Smith,Myles Smith,28-02-2025,19:00:00,O2 Shepherds Bush Empire,"London, Great Britain",24.55-24.55 GBP,20241011,London,Great Britain,28.48,28.48
Myles Smith,Myles Smith,30-10-2024,19:30:00,Fine Line Music Cafe,"Minneapolis, United States Of America",,20241011,Minneapolis,United States Of America,,
Myles Smith,Myles Smith,19-10-2024,19:00:00,A&R Music Bar,"Columbus, United States Of America",,20241011,Columbus,United States Of America,,
Myles Smith,Myles Smith,16-10-2024,20:00:00,Smith's Olde Bar,"Atlanta, United States Of America",,20241011,Atlanta,United States Of America,,
Myles Smith,Myles Smith,21-10-2024,19:00:00,Stage AE,"Pittsburgh, United States Of America",,20241011,Pittsburgh,United States Of America,,
Myles Smith,Myles Smith,15-03-2025,19:30:00,,"Stockholm, Sweden",425.0-425.0 SEK,20241011,Stockholm,Sweden,36.55,36.55
Myles Smith,Myles Smith,20-03-2025,18:00:00,Klub Proxima,"Warsaw, Poland",108.0-108.0 PLN,20241011,Warsaw,Poland,23.76,23.76
Myles Smith,Myles Smith,24-03-2025,20:00:00,,"Zürich, Switzerland",,20241011,Zürich,Switzerland,,
Myles Smith,Myles Smith,02-04-2025,20:00:00,Showbox SODO,"Seattle, United States Of America",,20241011,Seattle,United States Of America,,
Myles Smith,Myles Smith,09-04-2025,20:00:00,Mission Ballroom,"Denver, United States Of America",,20241011,Denver,United States Of America,,
Myles Smith,Myles Smith,23-04-2025,19:00:00,Citizens House of Blues Boston,"Boston, United States Of America",,20241011,Boston,United States Of America,,
Myles Smith,Myles Smith (UK),14-03-2025,20:00:00,,"København V, Denmark",285.0-285.0 DKK,20241011,København V,Denmark,37.05,37.05
Milo j,Milo J,18-01-2025,21:00:00,Palau Sant Jordi,"Barcelona, Spain",35.0-65.0 EUR,20241011,Barcelona,Spain,35.0,65.0
Milo j,Milo J,19-01-2025,21:00:00,WiZink Center,"Madrid, Spain",34.0-73.5 EUR,20241011,Madrid,Spain,34.0,73.5
Paul McCartney,Paul McCartney,08-11-2024,21:00:00,Estadio BBVA,"Guadalupe, Mexico",450.0-12080.0 MXN,20241011,Guadalupe,Mexico,21.6,579.84
Paul McCartney,Paul McCartney,12-11-2024,21:00:00,Estadio GNP Seguros,"Cdmx, Mexico",450.0-12080.0 MXN,20241011,Cdmx,Mexico,21.6,579.84
Paul McCartney,Paul McCartney,14-11-2024,21:00:00,Estadio GNP Seguros,"Cdmx, Mexico",450.0-12080.0 MXN,20241011,Cdmx,Mexico,21.6,579.84
Paul McCartney,Paul McCartney,14-12-2024,18:30:00,Co-op Live,"Manchester, Great Britain",0.0-193.95 GBP,20241011,Manchester,Great Britain,0.0,224.98
Paul McCartney,Paul McCartney,15-12-2024,18:30:00,Co-op Live,"Manchester, Great Britain",0.0-193.95 GBP,20241011,Manchester,Great Britain,0.0,224.98
Paul McCartney,Paul McCartney,18-12-2024,18:30:00,The O2,"London, Great Britain",55.0-170.0 GBP,20241011,London,Great Britain,63.8,197.2
Paul McCartney,Paul McCartney,19-12-2024,18:30:00,The O2,"London, Great Britain",55.0-170.0 GBP,20241011,London,Great Britain,63.8,197.2
Paul McCartney,Paul McCartney - Experiencia Club,12-11-2024,21:00:00,Estadio GNP Seguros,"Cdmx, Mexico",1800.0-1800.0 MXN,20241011,Cdmx,Mexico,86.4,86.4
Paul McCartney,Paul McCartney: GOT BACK TOUR,09-12-2024,21:00:00,WiZink Center,"Madrid, Spain",51.0-554.5 EUR,20241011,Madrid,Spain,51.0,554.5
Paul McCartney,Paul McCartney: GOT BACK TOUR,10-12-2024,21:00:00,WiZink Center,"Madrid, Spain",51.0-558.5 EUR,20241011,Madrid,Spain,51.0,558.5
Paul McCartney,Paul McCartney - Official VIP Ticket and Hotel Experiences,14-12-2024,19:31:00,Co-op Live,"Manchester, Great Britain",,20241011,Manchester,Great Britain,,
Paul McCartney,Paul McCartney - Official VIP Ticket and Hotel Experiences,15-12-2024,19:31:00,Co-op Live,"Manchester, Great Britain",,20241011,Manchester,Great Britain,,
Paul McCartney,Ticket2ride Paul McCartney,12-11-2024,21:00:00,Estadio GNP Seguros,"Cdmx, Mexico",265.0-265.0 MXN,20241011,Cdmx,Mexico,12.72,12.72
Paul McCartney,Estacionamiento Paul McCartney,12-11-2024,19:00:00,Estadio GNP Seguros,"Cdmx, Mexico",350.0-350.0 MXN,20241011,Cdmx,Mexico,16.8,16.8
Paul McCartney,Estacionamiento Paul McCartney,14-11-2024,19:00:00,Estadio GNP Seguros,"Cdmx, Mexico",350.0-350.0 MXN,20241011,Cdmx,Mexico,16.8,16.8
Paul McCartney,Paul McCartney - Experiencia Club,14-11-2024,21:00:00,Estadio GNP Seguros,"Cdmx, Mexico",1800.0-1800.0 MXN,20241011,Cdmx,Mexico,86.4,86.4
Paul McCartney,Paul McCartney Co-Op Backstage Club,15-12-2024,,Co-op Live,"Manchester, Great Britain",39.5-39.5 GBP,20241011,Manchester,Great Britain,45.82,45.82
Paul McCartney,Paul McCartney Co-Op Backstage Club,14-12-2024,,Co-op Live,"Manchester, Great Britain",39.5-39.5 GBP,20241011,Manchester,Great Britain,45.82,45.82
W Sound,Nowhen - Moments In Sound w/ Igwe Aka,20-10-2024,21:00:00,The Moroccan Lounge,"Los Angeles, United States Of America",18.0-18.0 USD,20241011,Los Angeles,United States Of America,17.1,17.1
W Sound,Sound Bath w/ Sara Auster & Alex Falk,28-10-2024,19:00:00,,"N/A, N/A",N/A-N/A USD,20241011,N/A,N/A,,
W Sound,Sound Tribe Sector 9 w/ Lettuce,18-10-2024,19:30:00,Radius - Chicago,"Chicago, United States Of America",,20241011,Chicago,United States Of America,,
W Sound,Sound Tribe Sector 9 w/ Lettuce,19-10-2024,19:30:00,Radius - Chicago,"Chicago, United States Of America",,20241011,Chicago,United States Of America,,
W Sound,Artikal Sound System w/ Mouse Powell,16-10-2024,20:00:00,DC9 Nightclub,"Washington DC, United States Of America",,20241011,Washington DC,United States Of America,,
W Sound,WAH10 Birmingham | Powered by Valve Sound System w/ Sub Focus,07-12-2024,21:00:00,"Forum, Birmingham","Birmingham, Great Britain",N/A-N/A GBP,20241011,Birmingham,Great Britain,,
W Sound,TICKETS ADDED!! Heavenly w/ Tullycraft & Swansea Sound,15-10-2024,20:00:00,Tractor,"Seattle, United States Of America",25.0-25.0 USD,20241011,Seattle,United States Of America,23.75,23.75
W Sound,Day of the Grateful Dead w/ Wall of Sound,01-11-2024,20:00:00,The Venice West,"Venice, United States Of America",18.76-18.76 USD,20241011,Venice,United States Of America,17.82,17.82
W Sound,Winona Forever - Sound Argument Album Release w/ Buddie & Kylie V,24-10-2024,20:00:00,The Fox Cabaret,"Vancouver, Canada",31.83-31.83 CAD,20241011,Vancouver,Canada,21.96,21.96
W Sound,"Kottonmouth Kings Tour w Rehab, Dobra Sound, Mike And The Molotov's",24-10-2024,18:00:00,The 44 Sports Grill and Nightlife,"Glendale, United States Of America",35.0-45.0 USD,20241011,Glendale,United States Of America,33.25,42.75
W Sound,"NO TOMORROW ☻♡ October 13 w/ CHLÄR, FASTER HORSES B2B MRD, PEARSON SOUND, MANARA & NEESHA",13-10-2024,16:00:00,"Felons Barrel Hall, Howard Smith Wharves","Brisbane City, Australia",,20241011,Brisbane City,Australia,,
